unemp,sippst,year,mth
5.1999998,4,1989,9
5.0999999,4,1989,10
4.9000001,4,1989,11
4.9000001,4,1989,12
5.3000002,4,1990,1
5.5,4,1990,2
5.5999999,4,1990,3
5.5999999,4,1990,4
5.5999999,4,1990,5
5.5,4,1990,6
5.5,4,1990,7
5.5999999,4,1990,8
5.4000001,4,1990,9
5.4000001,4,1990,10
5.4000001,4,1990,11
5.3000002,4,1990,12
5.0999999,4,1991,1
5.1999998,4,1991,2
5.1999998,4,1991,3
5.1999998,4,1991,4
5.5,4,1991,5
5.5,4,1991,6
5.5,4,1991,7
5.9000001,4,1991,8
6.0999999,4,1991,9
6.4000001,4,1991,10
6.6999998,4,1991,11
7,4,1991,12
7.5,4,1992,1
7.6999998,4,1992,2
8,4,1992,3
7.9000001,4,1992,4
7.8000002,4,1992,5
7.9000001,4,1992,6
8,4,1992,7
7.6999998,4,1992,8
7.5999999,4,1992,9
7.3000002,4,1992,10
7.1999998,4,1992,11
7,4,1992,12
6.9000001,4,1993,1
6.5999999,4,1993,2
6.5,4,1993,3
6.5,4,1993,4
6.1999998,4,1993,5
6,4,1993,6
5.9000001,4,1993,7
5.9000001,4,1993,8
6,4,1993,9
6.1999998,4,1993,10
6.3000002,4,1993,11
6.5,4,1993,12
6.4000001,4,1994,1
6.4000001,4,1994,2
6.5,4,1994,3
6.5,4,1994,4
6.5,4,1994,5
6.5999999,4,1994,6
6.5999999,4,1994,7
6.5999999,4,1994,8
6.4000001,4,1994,9
6.1999998,4,1994,10
5.9000001,4,1994,11
5.6999998,4,1994,12
5.4000001,4,1995,1
5.1999998,4,1995,2
5.1999998,4,1995,3
5.1999998,4,1995,4
5.1999998,4,1995,5
5,4,1995,6
4.9000001,4,1995,7
5,4,1995,8
4.9000001,4,1995,9
4.9000001,4,1995,10
4.9000001,4,1995,11
5,4,1995,12
5.0999999,4,1996,1
5.3000002,4,1996,2
5.4000001,4,1996,3
5.4000001,4,1996,4
5.5999999,4,1996,5
5.6999998,4,1996,6
5.6999998,4,1996,7
5.6999998,4,1996,8
5.6999998,4,1996,9
5.5999999,4,1996,10
5.5,4,1996,11
5.3000002,4,1996,12
5.4000001,4,1997,1
5.3000002,4,1997,2
4.9000001,4,1997,3
4.8000002,4,1997,4
4.5999999,4,1997,5
4.5,4,1997,6
4.5,4,1997,7
4.4000001,4,1997,8
4.4000001,4,1997,9
4.3000002,4,1997,10
4.4000001,4,1997,11
4.3000002,4,1997,12
4.0999999,4,1998,1
4.0999999,4,1998,2
4.0999999,4,1998,3
4.0999999,4,1998,4
4.0999999,4,1998,5
4,4,1998,6
4,4,1998,7
4.0999999,4,1998,8
4.1999998,4,1998,9
4.1999998,4,1998,10
4.3000002,4,1998,11
4.3000002,4,1998,12
4.4000001,4,1999,1
4.4000001,4,1999,2
4.4000001,4,1999,3
4.5,4,1999,4
4.5999999,4,1999,5
4.4000001,4,1999,6
4.5,4,1999,7
4.5,4,1999,8
4.3000002,4,1999,9
4.3000002,4,1999,10
4.3000002,4,1999,11
4.1999998,4,1999,12
4.0999999,4,2000,1
4,4,2000,2
3.9000001,4,2000,3
3.9000001,4,2000,4
3.9000001,4,2000,5
3.9000001,4,2000,6
3.9000001,4,2000,7
3.8,4,2000,8
3.8,4,2000,9
3.8,4,2000,10
3.8,4,2000,11
3.8,4,2000,12
3.8,4,2001,1
4,4,2001,2
4.0999999,4,2001,3
4.1999998,4,2001,4
4.4000001,4,2001,5
4.5999999,4,2001,6
4.5,4,2001,7
4.6999998,4,2001,8
5.0999999,4,2001,9
5.3000002,4,2001,10
5.5999999,4,2001,11
5.8000002,4,2001,12
5.8000002,4,2002,1
6,4,2002,2
5.9000001,4,2002,3
5.6999998,4,2002,4
5.6999998,4,2002,5
6,4,2002,6
6,4,2002,7
10.5,5,1983,1
10.5,5,1983,2
10.4,5,1983,3
10.3,5,1983,4
10.3,5,1983,5
10.1,5,1983,6
10.1,5,1983,7
10,5,1983,8
10,5,1983,9
9.8999996,5,1983,10
9.6000004,5,1983,11
9.5,5,1983,12
9.3999996,5,1984,1
9.1000004,5,1984,2
9.1000004,5,1984,3
9.1000004,5,1984,4
9.1000004,5,1984,5
8.8999996,5,1984,6
8.8000002,5,1984,7
8.6999998,5,1984,8
8.6999998,5,1984,9
8.8000002,5,1984,10
8.8000002,5,1984,11
8.6000004,5,1984,12
8.6000004,5,1985,1
8.6999998,5,1985,2
8.6000004,5,1985,3
8.6000004,5,1985,4
8.5,5,1985,5
8.6000004,5,1985,6
8.8000002,5,1985,7
8.6999998,5,1985,8
8.6999998,5,1985,9
8.6000004,5,1985,10
8.6999998,5,1985,11
8.6999998,5,1985,12
8.6999998,5,1986,1
8.8000002,5,1986,2
8.8000002,5,1986,3
8.8000002,5,1986,4
8.6999998,5,1986,5
8.8999996,5,1986,6
8.8000002,5,1986,7
8.8000002,5,1986,8
8.6999998,5,1986,9
8.8000002,5,1986,10
8.8000002,5,1986,11
8.6000004,5,1986,12
8.3999996,5,1987,1
8.3000002,5,1987,2
8.3000002,5,1987,3
8.1999998,5,1987,4
8.1999998,5,1987,5
8.1000004,5,1987,6
8,5,1987,7
8,5,1987,8
7.9000001,5,1987,9
7.9000001,5,1987,10
7.8000002,5,1987,11
7.6999998,5,1987,12
7.9000001,5,1988,1
7.8000002,5,1988,2
7.8000002,5,1988,3
7.8000002,5,1988,4
7.8000002,5,1988,5
7.6999998,5,1988,6
7.5999999,5,1988,7
7.5999999,5,1988,8
7.5999999,5,1988,9
7.5999999,5,1988,10
7.4000001,5,1988,11
7.4000001,5,1988,12
7.4000001,5,1989,1
7.5999999,5,1989,2
7.5,5,1989,3
7.4000001,5,1989,4
7.4000001,5,1989,5
7.3000002,5,1989,6
7.0999999,5,1989,7
7,5,1989,8
7,5,1989,9
6.9000001,5,1989,10
7,5,1989,11
7,5,1989,12
6.8000002,5,1990,1
6.9000001,5,1990,2
7,5,1990,3
6.9000001,5,1990,4
6.9000001,5,1990,5
6.8000002,5,1990,6
6.9000001,5,1990,7
6.9000001,5,1990,8
6.9000001,5,1990,9
7.0999999,5,1990,10
7.0999999,5,1990,11
7.1999998,5,1990,12
7.4000001,5,1991,1
7.3000002,5,1991,2
7.4000001,5,1991,3
7.4000001,5,1991,4
7.4000001,5,1991,5
7.4000001,5,1991,6
7.4000001,5,1991,7
7.3000002,5,1991,8
7.4000001,5,1991,9
7.4000001,5,1991,10
7.4000001,5,1991,11
7.5999999,5,1991,12
7.6999998,5,1992,1
7.5999999,5,1992,2
7.5,5,1992,3
7.5,5,1992,4
7.4000001,5,1992,5
7.4000001,5,1992,6
7.3000002,5,1992,7
7.1999998,5,1992,8
7.1999998,5,1992,9
7.0999999,5,1992,10
6.9000001,5,1992,11
6.8000002,5,1992,12
6.6999998,5,1993,1
6.4000001,5,1993,2
6.5,5,1993,3
6.5,5,1993,4
6.4000001,5,1993,5
6.3000002,5,1993,6
6.0999999,5,1993,7
6.0999999,5,1993,8
6,5,1993,9
6,5,1993,10
6,5,1993,11
5.8000002,5,1993,12
5.6999998,5,1994,1
5.5,5,1994,2
5.5999999,5,1994,3
5.5999999,5,1994,4
5.5,5,1994,5
5.5,5,1994,6
5.4000001,5,1994,7
5.3000002,5,1994,8
5.0999999,5,1994,9
5.0999999,5,1994,10
5,5,1994,11
4.9000001,5,1994,12
4.9000001,5,1995,1
5,5,1995,2
4.8000002,5,1995,3
4.6999998,5,1995,4
4.5999999,5,1995,5
4.8000002,5,1995,6
4.8000002,5,1995,7
4.9000001,5,1995,8
4.9000001,5,1995,9
4.9000001,5,1995,10
4.9000001,5,1995,11
5,5,1995,12
5.1999998,5,1996,1
5.3000002,5,1996,2
5.3000002,5,1996,3
5.4000001,5,1996,4
5.4000001,5,1996,5
5.5,5,1996,6
5.5,5,1996,7
5.5,5,1996,8
5.5,5,1996,9
5.5,5,1996,10
5.4000001,5,1996,11
5.3000002,5,1996,12
5.3000002,5,1997,1
5.1999998,5,1997,2
5.1999998,5,1997,3
5.1999998,5,1997,4
5.1999998,5,1997,5
5.1999998,5,1997,6
5.3000002,5,1997,7
5.3000002,5,1997,8
5.4000001,5,1997,9
5.4000001,5,1997,10
5.4000001,5,1997,11
5.5,5,1997,12
5.5999999,5,1998,1
5.6999998,5,1998,2
5.6999998,5,1998,3
5.6999998,5,1998,4
5.6999998,5,1998,5
5.5,5,1998,6
5.4000001,5,1998,7
5.5,5,1998,8
5.5,5,1998,9
5.5,5,1998,10
5.1999998,5,1998,11
5.0999999,5,1998,12
4.9000001,5,1999,1
4.6999998,5,1999,2
4.5999999,5,1999,3
4.5,5,1999,4
4.5,5,1999,5
4.5,5,1999,6
4.4000001,5,1999,7
4.4000001,5,1999,8
4.3000002,5,1999,9
4.3000002,5,1999,10
4.1999998,5,1999,11
4.3000002,5,1999,12
4.4000001,5,2000,1
4.5,5,2000,2
4.4000001,5,2000,3
4.4000001,5,2000,4
4.4000001,5,2000,5
4.4000001,5,2000,6
4.4000001,5,2000,7
4.4000001,5,2000,8
4.4000001,5,2000,9
4.4000001,5,2000,10
4.5999999,5,2000,11
4.5999999,5,2000,12
4.8000002,5,2001,1
4.9000001,5,2001,2
4.9000001,5,2001,3
5,5,2001,4
5.0999999,5,2001,5
5.1999998,5,2001,6
5.1999998,5,2001,7
5.1999998,5,2001,8
5.1999998,5,2001,9
5.3000002,5,2001,10
5.4000001,5,2001,11
5.5,5,2001,12
4.8000002,5,2002,1
4.9000001,5,2002,2
5.1999998,5,2002,3
5.3000002,5,2002,4
5.3000002,5,2002,5
5.1999998,5,2002,6
5.1999998,5,2002,7
10.7,6,1983,1
11,6,1983,2
10.8,6,1983,3
10.3,6,1983,4
10.2,6,1983,5
9.6000004,6,1983,6
9.3999996,6,1983,7
9.1999998,6,1983,8
8.8000002,6,1983,9
8.6000004,6,1983,10
8.5,6,1983,11
8.5,6,1983,12
8.1999998,6,1984,1
8.1000004,6,1984,2
8,6,1984,3
7.9000001,6,1984,4
7.8000002,6,1984,5
7.8000002,6,1984,6
7.6999998,6,1984,7
7.6999998,6,1984,8
7.6999998,6,1984,9
7.5999999,6,1984,10
7.5,6,1984,11
7.3000002,6,1984,12
7.3000002,6,1985,1
7.3000002,6,1985,2
7.3000002,6,1985,3
7.3000002,6,1985,4
7.3000002,6,1985,5
7.3000002,6,1985,6
7.3000002,6,1985,7
7.1999998,6,1985,8
7.1999998,6,1985,9
7.0999999,6,1985,10
6.8000002,6,1985,11
6.9000001,6,1985,12
6.6999998,6,1986,1
6.9000001,6,1986,2
6.9000001,6,1986,3
6.8000002,6,1986,4
6.8000002,6,1986,5
6.6999998,6,1986,6
6.6999998,6,1986,7
6.5999999,6,1986,8
6.5999999,6,1986,9
6.5,6,1986,10
6.5,6,1986,11
6.4000001,6,1986,12
6.3000002,6,1987,1
6.1999998,6,1987,2
6.0999999,6,1987,3
5.9000001,6,1987,4
5.6999998,6,1987,5
5.6999998,6,1987,6
5.5999999,6,1987,7
5.5999999,6,1987,8
5.5999999,6,1987,9
5.5,6,1987,10
5.4000001,6,1987,11
5.4000001,6,1987,12
5.3000002,6,1988,1
5.1999998,6,1988,2
5.3000002,6,1988,3
5.3000002,6,1988,4
5.4000001,6,1988,5
5.4000001,6,1988,6
5.3000002,6,1988,7
5.4000001,6,1988,8
5.4000001,6,1988,9
5.3000002,6,1988,10
5.1999998,6,1988,11
5.0999999,6,1988,12
5,6,1989,1
5,6,1989,2
5,6,1989,3
5,6,1989,4
5,6,1989,5
5.0999999,6,1989,6
5.0999999,6,1989,7
5.0999999,6,1989,8
5.1999998,6,1989,9
5.1999998,6,1989,10
5.1999998,6,1989,11
5.1999998,6,1989,12
5,6,1990,1
5.0999999,6,1990,2
5.1999998,6,1990,3
5.4000001,6,1990,4
5.4000001,6,1990,5
5.5,6,1990,6
5.5999999,6,1990,7
5.8000002,6,1990,8
6.0999999,6,1990,9
6.4000001,6,1990,10
6.8000002,6,1990,11
6.9000001,6,1990,12
7,6,1991,1
7.4000001,6,1991,2
7.6999998,6,1991,3
7.8000002,6,1991,4
7.6999998,6,1991,5
7.6999998,6,1991,6
7.8000002,6,1991,7
7.6999998,6,1991,8
7.8000002,6,1991,9
7.9000001,6,1991,10
8,6,1991,11
8.1999998,6,1991,12
8.3999996,6,1992,1
9,6,1992,2
8.8999996,6,1992,3
9,6,1992,4
9.1000004,6,1992,5
9.3000002,6,1992,6
9.3999996,6,1992,7
9.6000004,6,1992,8
9.6999998,6,1992,9
9.6999998,6,1992,10
9.6999998,6,1992,11
9.6999998,6,1992,12
9.6999998,6,1993,1
9.6000004,6,1993,2
9.5,6,1993,3
9.3000002,6,1993,4
9.3999996,6,1993,5
9.3999996,6,1993,6
9.3999996,6,1993,7
9.3000002,6,1993,8
9.3000002,6,1993,9
9.3000002,6,1993,10
9.3000002,6,1993,11
9.1999998,6,1993,12
9.1999998,6,1994,1
9.3000002,6,1994,2
9,6,1994,3
8.8000002,6,1994,4
8.8999996,6,1994,5
8.6999998,6,1994,6
8.6000004,6,1994,7
8.5,6,1994,8
8.3000002,6,1994,9
8.1000004,6,1994,10
7.9000001,6,1994,11
7.8000002,6,1994,12
8,6,1995,1
7.8000002,6,1995,2
7.8000002,6,1995,3
7.9000001,6,1995,4
8,6,1995,5
7.9000001,6,1995,6
7.9000001,6,1995,7
7.8000002,6,1995,8
7.8000002,6,1995,9
7.8000002,6,1995,10
7.9000001,6,1995,11
7.6999998,6,1995,12
7.5999999,6,1996,1
7.5999999,6,1996,2
7.5999999,6,1996,3
7.5,6,1996,4
7.3000002,6,1996,5
7.1999998,6,1996,6
7.1999998,6,1996,7
7.0999999,6,1996,8
7,6,1996,9
6.9000001,6,1996,10
6.9000001,6,1996,11
6.8000002,6,1996,12
6.6999998,6,1997,1
6.5999999,6,1997,2
6.4000001,6,1997,3
6.4000001,6,1997,4
6.3000002,6,1997,5
6.3000002,6,1997,6
6.1999998,6,1997,7
6.1999998,6,1997,8
6.1999998,6,1997,9
6.1999998,6,1997,10
6.0999999,6,1997,11
6.0999999,6,1997,12
6.0999999,6,1998,1
6.0999999,6,1998,2
6,6,1998,3
6,6,1998,4
6,6,1998,5
5.9000001,6,1998,6
5.9000001,6,1998,7
5.9000001,6,1998,8
5.9000001,6,1998,9
5.8000002,6,1998,10
5.8000002,6,1998,11
5.8000002,6,1998,12
5.5999999,6,1999,1
5.5999999,6,1999,2
5.5,6,1999,3
5.4000001,6,1999,4
5.3000002,6,1999,5
5.1999998,6,1999,6
5.0999999,6,1999,7
5,6,1999,8
5,6,1999,9
4.9000001,6,1999,10
4.9000001,6,1999,11
5,6,1999,12
5,6,2000,1
5,6,2000,2
5.0999999,6,2000,3
5,6,2000,4
5.0999999,6,2000,5
5.0999999,6,2000,6
5.0999999,6,2000,7
5,6,2000,8
4.9000001,6,2000,9
4.8000002,6,2000,10
4.8000002,6,2000,11
4.6999998,6,2000,12
4.6999998,6,2001,1
4.6999998,6,2001,2
4.8000002,6,2001,3
5,6,2001,4
5.0999999,6,2001,5
5.1999998,6,2001,6
5.3000002,6,2001,7
5.5,6,2001,8
5.6999998,6,2001,9
5.9000001,6,2001,10
6.0999999,6,2001,11
6.0999999,6,2001,12
6.4000001,6,2002,1
6.1999998,6,2002,2
6.5,6,2002,3
6.5,6,2002,4
6.4000001,6,2002,5
6.5,6,2002,6
6.3000002,6,2002,7
7.9000001,8,1983,1
7.5999999,8,1983,2
7.5,8,1983,3
7.5,8,1983,4
6.9000001,8,1983,5
6.5,8,1983,6
6.1999998,8,1983,7
6.0999999,8,1983,8
6,8,1983,9
6,8,1983,10
5.8000002,8,1983,11
6.0999999,8,1983,12
5.9000001,8,1984,1
5.6999998,8,1984,2
5.5,8,1984,3
5.8000002,8,1984,4
5.6999998,8,1984,5
5.6999998,8,1984,6
5.6999998,8,1984,7
5.5999999,8,1984,8
5.5999999,8,1984,9
5.5999999,8,1984,10
5.6999998,8,1984,11
5.6999998,8,1984,12
5.5999999,8,1985,1
6,8,1985,2
5.9000001,8,1985,3
5.6999998,8,1985,4
5.6999998,8,1985,5
5.8000002,8,1985,6
5.9000001,8,1985,7
6.0999999,8,1985,8
5.9000001,8,1985,9
5.9000001,8,1985,10
6.0999999,8,1985,11
6.0999999,8,1985,12
6.5,8,1986,1
6.6999998,8,1986,2
6.6999998,8,1986,3
7,8,1986,4
7.1999998,8,1986,5
7.1999998,8,1986,6
7.5999999,8,1986,7
7.5999999,8,1986,8
8,8,1986,9
8.1000004,8,1986,10
8.3000002,8,1986,11
8.3999996,8,1986,12
8.3999996,8,1987,1
8.5,8,1987,2
8.6000004,8,1987,3
8.1999998,8,1987,4
7.9000001,8,1987,5
7.8000002,8,1987,6
7.4000001,8,1987,7
7.1999998,8,1987,8
7.0999999,8,1987,9
7.0999999,8,1987,10
6.8000002,8,1987,11
6.9000001,8,1987,12
7.1999998,8,1988,1
7.1999998,8,1988,2
6.9000001,8,1988,3
6.5999999,8,1988,4
6.5,8,1988,5
6.3000002,8,1988,6
6.1999998,8,1988,7
6.1999998,8,1988,8
6.0999999,8,1988,9
6,8,1988,10
5.9000001,8,1988,11
6,8,1988,12
6,8,1989,1
6.3000002,8,1989,2
5.9000001,8,1989,3
5.8000002,8,1989,4
5.8000002,8,1989,5
5.9000001,8,1989,6
5.8000002,8,1989,7
5.8000002,8,1989,8
5.5999999,8,1989,9
5.5,8,1989,10
5.4000001,8,1989,11
5.5,8,1989,12
5.1999998,8,1990,1
5.1999998,8,1990,2
5.3000002,8,1990,3
5.1999998,8,1990,4
5.1999998,8,1990,5
5.0999999,8,1990,6
5.0999999,8,1990,7
5,8,1990,8
4.9000001,8,1990,9
4.9000001,8,1990,10
4.6999998,8,1990,11
4.6999998,8,1990,12
4.5999999,8,1991,1
4.6999998,8,1991,2
4.8000002,8,1991,3
4.9000001,8,1991,4
5,8,1991,5
5,8,1991,6
5.0999999,8,1991,7
5.0999999,8,1991,8
5.1999998,8,1991,9
5.3000002,8,1991,10
5.4000001,8,1991,11
5.5999999,8,1991,12
5.6999998,8,1992,1
5.6999998,8,1992,2
6.0999999,8,1992,3
6,8,1992,4
6.0999999,8,1992,5
6.1999998,8,1992,6
6.1999998,8,1992,7
6.0999999,8,1992,8
6.0999999,8,1992,9
6,8,1992,10
5.8000002,8,1992,11
6.0999999,8,1992,12
6.0999999,8,1993,1
5.9000001,8,1993,2
5.6999998,8,1993,3
5.5,8,1993,4
5.3000002,8,1993,5
5.1999998,8,1993,6
5.0999999,8,1993,7
5,8,1993,8
4.9000001,8,1993,9
4.9000001,8,1993,10
4.8000002,8,1993,11
4.8000002,8,1993,12
4.6999998,8,1994,1
4.6999998,8,1994,2
4.5999999,8,1994,3
4.4000001,8,1994,4
4.3000002,8,1994,5
4.0999999,8,1994,6
4.0999999,8,1994,7
4.0999999,8,1994,8
4,8,1994,9
3.9000001,8,1994,10
3.9000001,8,1994,11
3.9000001,8,1994,12
3.9000001,8,1995,1
3.9000001,8,1995,2
3.9000001,8,1995,3
4.1999998,8,1995,4
4.3000002,8,1995,5
4.3000002,8,1995,6
4.3000002,8,1995,7
4.3000002,8,1995,8
4.3000002,8,1995,9
4.3000002,8,1995,10
4.3000002,8,1995,11
4.1999998,8,1995,12
4.3000002,8,1996,1
4.4000001,8,1996,2
4.5,8,1996,3
4.4000001,8,1996,4
4.5,8,1996,5
4.6999998,8,1996,6
4.3000002,8,1996,7
4.0999999,8,1996,8
4,8,1996,9
3.9000001,8,1996,10
3.8,8,1996,11
3.5999999,8,1996,12
3.5999999,8,1997,1
3.3,8,1997,2
3.2,8,1997,3
3.2,8,1997,4
3.0999999,8,1997,5
3.0999999,8,1997,6
3.0999999,8,1997,7
3.0999999,8,1997,8
3.2,8,1997,9
3.2,8,1997,10
3.4000001,8,1997,11
3.5,8,1997,12
3.5999999,8,1998,1
3.7,8,1998,2
3.9000001,8,1998,3
4,8,1998,4
4,8,1998,5
4.1999998,8,1998,6
4,8,1998,7
3.9000001,8,1998,8
4,8,1998,9
3.7,8,1998,10
3.5999999,8,1998,11
3.4000001,8,1998,12
3.3,8,1999,1
3,8,1999,2
3,8,1999,3
3,8,1999,4
2.9000001,8,1999,5
2.9000001,8,1999,6
2.8,8,1999,7
2.8,8,1999,8
2.9000001,8,1999,9
2.8,8,1999,10
2.7,8,1999,11
2.8,8,1999,12
2.7,8,2000,1
2.7,8,2000,2
2.7,8,2000,3
2.7,8,2000,4
2.7,8,2000,5
2.8,8,2000,6
2.8,8,2000,7
2.8,8,2000,8
2.9000001,8,2000,9
2.7,8,2000,10
2.8,8,2000,11
2.7,8,2000,12
2.7,8,2001,1
2.9000001,8,2001,2
3,8,2001,3
3.2,8,2001,4
3.3,8,2001,5
3.4000001,8,2001,6
3.7,8,2001,7
3.8,8,2001,8
4.0999999,8,2001,9
4.5,8,2001,10
4.9000001,8,2001,11
5.0999999,8,2001,12
5.5999999,8,2002,1
5.6999998,8,2002,2
5.5999999,8,2002,3
5.3000002,8,2002,4
5.1999998,8,2002,5
5,8,2002,6
5.1999998,8,2002,7
7.4000001,9,1983,1
6.9000001,9,1983,2
6.9000001,9,1983,3
6.5999999,9,1983,4
6.3000002,9,1983,5
5.9000001,9,1983,6
5.8000002,9,1983,7
5.4000001,9,1983,8
5.5,9,1983,9
5.3000002,9,1983,10
5.1999998,9,1983,11
5,9,1983,12
4.8000002,9,1984,1
4.6999998,9,1984,2
4.5999999,9,1984,3
4.5999999,9,1984,4
4.5999999,9,1984,5
4.5,9,1984,6
4.4000001,9,1984,7
4.4000001,9,1984,8
4.5999999,9,1984,9
4.5999999,9,1984,10
4.6999998,9,1984,11
4.8000002,9,1984,12
5,9,1985,1
5.0999999,9,1985,2
4.8000002,9,1985,3
5,9,1985,4
5,9,1985,5
5.0999999,9,1985,6
5.0999999,9,1985,7
4.9000001,9,1985,8
4.6999998,9,1985,9
4.5999999,9,1985,10
4.5,9,1985,11
4.3000002,9,1985,12
4.0999999,9,1986,1
4,9,1986,2
4,9,1986,3
3.9000001,9,1986,4
3.8,9,1986,5
3.8,9,1986,6
3.7,9,1986,7
3.7,9,1986,8
3.7,9,1986,9
3.5999999,9,1986,10
3.5999999,9,1986,11
3.5,9,1986,12
3.4000001,9,1987,1
3.5,9,1987,2
3.5,9,1987,3
3.4000001,9,1987,4
3.4000001,9,1987,5
3.3,9,1987,6
3.2,9,1987,7
3.3,9,1987,8
3.3,9,1987,9
3.3,9,1987,10
3.2,9,1987,11
3.0999999,9,1987,12
3.0999999,9,1988,1
2.9000001,9,1988,2
2.9000001,9,1988,3
2.8,9,1988,4
2.9000001,9,1988,5
2.9000001,9,1988,6
2.9000001,9,1988,7
3,9,1988,8
3,9,1988,9
3.0999999,9,1988,10
3.0999999,9,1988,11
3.2,9,1988,12
3.0999999,9,1989,1
3.2,9,1989,2
3.2,9,1989,3
3.3,9,1989,4
3.4000001,9,1989,5
3.5,9,1989,6
3.5999999,9,1989,7
3.8,9,1989,8
3.9000001,9,1989,9
4.0999999,9,1989,10
4.1999998,9,1989,11
4.3000002,9,1989,12
4.6999998,9,1990,1
4.8000002,9,1990,2
4.8000002,9,1990,3
5,9,1990,4
5,9,1990,5
5.0999999,9,1990,6
5.0999999,9,1990,7
5.1999998,9,1990,8
5.4000001,9,1990,9
5.5,9,1990,10
5.6999998,9,1990,11
5.6999998,9,1990,12
6.0999999,9,1991,1
6.5999999,9,1991,2
6.5999999,9,1991,3
6.5999999,9,1991,4
6.5999999,9,1991,5
6.6999998,9,1991,6
7,9,1991,7
6.9000001,9,1991,8
6.9000001,9,1991,9
7,9,1991,10
7.1999998,9,1991,11
7.3000002,9,1991,12
7.8000002,9,1992,1
8.1999998,9,1992,2
8,9,1992,3
8.1000004,9,1992,4
7.9000001,9,1992,5
7.8000002,9,1992,6
7.8000002,9,1992,7
7.5999999,9,1992,8
7.3000002,9,1992,9
7,9,1992,10
7,9,1992,11
6.9000001,9,1992,12
6.5999999,9,1993,1
6.4000001,9,1993,2
6.3000002,9,1993,3
6.6999998,9,1993,4
6.5,9,1993,5
6.4000001,9,1993,6
6.3000002,9,1993,7
6.1999998,9,1993,8
6.0999999,9,1993,9
6,9,1993,10
5.9000001,9,1993,11
5.8000002,9,1993,12
5.8000002,9,1994,1
5.6999998,9,1994,2
5.8000002,9,1994,3
