year,sippst,age,race,mardum,ed,ui_yn,spell,dur,templayoff,censrd,seam1wks,seam2wks,hh_twlth,unemprate,gind,occ,annwg,wba,avgwba,hh_theq,hh_liq,hh_netliq,l_avgwba,l_maxwba,l_wba,l_annwg_spl1,l_annwg_spl2,l_annwg_spl3,l_annwg_spl4,l_annwg_spl5,l_annwg_spl6,l_annwg_spl7,l_annwg_spl8,l_annwg_spl9,l_annwg_spl10,id,hasmortg,l_hh_twlth,maxwba,l_annwg,unemprate2,year1,year2,year3,ind99,ind4,delta
1997,New York,44,White,1,13,yes,2,17,0,0,10,27,22622,6.1999998,4,6,28584.619,165.14685,165.94421,17100.936,1570.0287,918.56451,5.1116519,5.4983931,5.1068349,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.17621394,0,3,1,10.026678,244.29904,10.260624,38.439999,0,0,1,0,1,1
1994,New York,21,White,0,12,yes,1,10,0,0,10,27,111145,7.3000002,4,5,12393.864,193.81367,179.33769,91276.578,660.55536,-221.36101,5.1892705,5.5781245,5.2668972,8.3230162,.44986501,.27958801,.220351,.15213728,0,0,0,0,0,7,1,11.618591,264.57495,9.4249573,53.290001,0,1,0,0,1,1
1990,West Virginia,22,Black,0,15,yes,1,73,0,0,4,21,3670,8.6000004,8,2,8000,238.86981,146.14,0,20,-4980,4.9845653,5.5254531,5.4759188,8.3230162,.44986501,.21431592,0,0,0,0,0,0,0,15,0,8.2079468,251.00003,8.9871969,73.960007,0,1,0,0,0,1
1991,Texas,28,Black,0,11,yes,1,4,0,0,7,24,0,7.1999998,6,2,8767.0723,188.92015,163.24066,0,0,0,5.0952253,5.3704262,5.2413244,8.3230162,.44986501,.27958801,.02628924,0,0,0,0,0,0,28,0,,214.95445,9.0787582,51.839996,0,1,0,0,0,1
1986,Rhode Island,51,White,0,12,yes,1,10,0,0,6,23,26352,4.1999998,6,6,34779.793,227.77098,156.61342,25042.883,434.07663,434.07663,5.0537806,5.4283404,5.4283404,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.073431879,31,1,10.179299,227.77094,10.456792,17.639997,1,0,0,0,0,1
1997,Wisconsin,47,Black,0,12,yes,2,12,0,0,12,29,5132,3.5,7,7,11376.193,115.70161,153.47682,0,229.64113,-9542.3213,5.0335498,5.4365177,4.7510147,8.3230162,.44986501,.27958801,.220351,.066458218,0,0,0,0,0,37,0,8.543251,229.64111,9.3392782,12.25,0,0,1,0,0,1
1986,Texas,28,White,0,14,yes,1,10,0,0,17,34,495025,9.3000002,9,3,44638.344,164.88817,193.11641,35775.547,547962.13,545863.31,5.2632933,5.4892731,5.1052675,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.32298842,58,0,13.112364,242.08116,10.706348,86.490005,1,0,0,0,0,1
1999,Texas,53,Asian or Pacific Islander,1,12,yes,1,22,0,1,5,22,36750,4.6999998,6,7,27777.279,214.27534,176.79802,23535.414,4314.8257,4314.8257,5.1750078,5.416791,5.3672619,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.14756365,0,60,0,10.511893,225.15543,10.231974,22.089998,0,0,1,0,0,0
1994,California,52,White,1,12,yes,1,10,0,0,13,30,192646,8.6999998,5,1,21115.723,202.84076,135.74457,140224.7,12697.831,-707.29694,4.9107747,5.3124213,5.3124213,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.10212821,0,0,62,0,12.16861,202.84077,9.9577732,75.689995,0,1,0,0,0,1
1990,California,54,White,0,16,yes,1,80,0,0,16,33,456596,6.4000001,2,2,53784,190,131.32001,248000,195000,194200,4.8776374,5.2470241,5.2470241,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.50937164,69,1,13.031554,190,10.892732,40.960003,0,1,0,0,0,1
1987,Minnesota,32,White,0,12,yes,1,70,0,1,18,35,7200,4.6999998,99,99,7777.5708,183.39754,203.35587,0,7133.2749,7133.2749,5.3149576,5.6616821,5.2116561,8.3230162,.44986501,.18611863,0,0,0,0,0,0,0,72,0,8.8818359,287.63208,8.9589996,22.089998,1,0,0,1,0,0
1994,New York,24,Black,0,12,yes,2,69,0,1,17,34,0,6.5,99,99,2869.1677,97.063278,179.33769,0,0,0,5.1892705,5.5781245,4.5753632,7.9617772,0,0,0,0,0,0,0,0,0,76,0,,264.57495,7.9617772,42.25,0,1,0,1,0,0
1993,Connecticut,35,White,0,16,yes,1,26,0,0,15,32,13200,6,8,4,26688.125,164.41873,202.6257,0,8864.083,2532.595,5.3113604,5.62321,5.1024165,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.10756369,0,95,0,9.4879723,276.7764,10.191974,36,0,1,0,0,0,1
1997,Kentucky,38,White,1,7,yes,1,18,0,0,6,23,20841,5.5,2,5,10379.453,200.32524,143.24883,6514.6416,0,-2605.8567,4.9645829,5.299942,5.299942,8.3230162,.44986501,.27958801,.19511439,0,0,0,0,0,0,101,1,9.9446774,200.3252,9.2475834,30.25,0,0,1,0,0,1
1997,California,27,White,1,10,yes,2,17,0,0,14,31,4471,6.1999998,5,6,6151.4507,86.883568,123.65605,0,0,-1302.9283,4.8175039,5.2326899,4.4645691,8.3230162,.40142745,0,0,0,0,0,0,0,0,102,0,8.4053679,187.29593,8.7244434,38.439999,0,0,1,0,0,1
1993,Indiana,51,White,0,12,yes,1,26,0,0,10,27,47579,5.0999999,6,3,14517.196,153.76469,128.15836,25713.98,9044.9824,7235.9858,4.8532667,5.0354233,5.0354233,8.3230162,.44986501,.27958801,.220351,.195071,.11519787,0,0,0,0,105,1,10.770146,153.76466,9.5830889,26.009998,0,1,0,0,0,1
1992,Texas,37,White,1,11,yes,1,7,0,0,7,24,19100,7.6999998,7,5,15778.089,145.86423,164.05971,18631.504,93.157516,-3633.1433,5.1002302,5.3715391,4.982676,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.011351068,0,0,0,107,0,9.8574438,215.19382,9.6663771,59.289997,0,1,0,0,0,1
1986,California,48,Black,1,12,yes,1,26,0,0,11,28,5101,6.5999999,6,6,13075.963,153.35065,141.1703,0,31.005474,-461.50455,4.9499669,5.2880549,5.0327272,8.3230162,.44986501,.27958801,.220351,.195071,.010639884,0,0,0,0,111,0,8.5371923,197.95801,9.4785309,43.559998,1,0,0,0,0,1
1992,Kentucky,49,White,1,12,yes,1,24,0,0,12,30,26428,7,3,7,10996.313,194.69922,134.54739,18967.803,5150.6792,2050.397,4.9019165,5.2714558,5.2714558,8.3230162,.44986501,.27958801,.220351,.032495018,0,0,0,0,0,113,1,10.182179,194.69919,9.305315,49,0,1,0,0,0,1
1991,Minnesota,20,White,0,12,yes,1,12,0,0,17,34,9016,5.3000002,6,7,6425.6035,104.37194,186.61696,0,1070.934,1070.934,5.2290583,5.5385098,4.6479607,8.3230162,.44502944,0,0,0,0,0,0,0,0,120,0,9.1067562,254.29877,8.7680454,28.090002,0,1,0,0,0,1
1994,New York,53,Black,1,10,yes,1,25,0,0,2,19,699,6.1999998,4,7,23811.742,232.66403,179.33769,0,175.50136,-6879.8296,5.1892705,5.5781245,5.4495955,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.22228926,0,0,128,0,6.5496507,264.57495,10.077934,38.439999,0,1,0,0,1,1
1993,Pennsylvania,48,White,1,16,yes,1,22,0,0,17,34,63262,7.3000002,99,99,14790.354,270.46393,190.31548,45224.91,4314.4565,-5499.3491,5.248683,5.6895852,5.6001387,8.3230162,.44986501,.27958801,.220351,.195071,.13383935,0,0,0,0,129,0,11.05504,295.7709,9.6017303,53.290001,0,1,0,1,0,1
1991,New York,45,White,1,18,yes,1,17,0,0,4,22,132764,7.3000002,8,2,27099.619,249.50073,182.68251,120696.94,3334.6733,926.03156,5.2077498,5.5194616,5.5194616,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.12286539,0,130,1,11.796329,249.50067,10.207275,53.290001,0,1,0,0,0,1
1986,Pennsylvania,34,Black,1,16,yes,1,20,0,0,2,20,1250,6.5999999,4,5,32579.598,276.66425,184.92381,0,596.25909,-6797.354,5.219944,5.6228046,5.6228046,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.0080813449,138,0,7.130899,276.66425,10.391441,43.559998,1,0,0,0,1,1
1992,New Jersey,38,White,0,12,yes,1,82,0,1,17,34,266902,8.6000004,99,99,19917.078,215.24426,209.49263,199.35709,240486.13,239927.19,5.3446884,5.6592212,5.3717737,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.043687999,0,0,139,1,12.494637,286.92508,9.899333,73.960007,0,1,0,1,0,0
1991,Oregon,43,White,0,14,yes,2,11,0,0,11,29,545,6.5999999,3,7,7816.0903,149.87361,160.56332,0,43.182819,-5306.6885,5.0786886,5.5156083,5.0097923,8.3230162,.44986501,.19105867,0,0,0,0,0,0,0,140,0,6.300786,248.54112,8.9639397,43.559998,0,1,0,0,0,1
1993,Minnesota,43,White,1,12,yes,2,18,0,0,18,35,10389,5,99,99,2858.2144,129.34822,189.6371,1076.3529,7415.981,3888.4377,5.2451124,5.6199369,4.8625083,7.9579525,0,0,0,0,0,0,0,0,0,147,1,9.2485027,275.87198,7.9579525,25,0,1,0,1,0,1
1994,Texas,33,White,0,16,yes,1,8,0,0,18,35,17699,6.8000002,8,2,35546.52,216.0695,163.10161,0,13227.863,1762.9508,5.0943732,5.3756003,5.3756003,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.095237643,153,0,9.7812634,216.06955,10.478598,46.240002,0,1,0,0,0,1
1993,Connecticut,49,White,1,9,yes,1,17,0,0,17,34,8929,6,99,99,29066.955,184.26515,202.6257,0,551.7439,-2270.2905,5.3113604,5.62321,5.2163758,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.1929471,0,155,1,9.0970592,276.7764,10.277357,36,0,1,0,1,0,1
1997,Ohio,25,White,1,13,yes,1,13,0,0,16,34,3904,4.8000002,5,6,21520.033,154.87872,169.37254,0,43.973831,-444.6243,5.1321006,5.3436866,5.0426426,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.12109488,0,0,158,0,8.2697573,209.28282,9.9767399,23.040001,0,0,1,0,0,1
1991,California,21,White,1,14,yes,2,5,0,0,8,26,750,7.4000001,6,5,12993.23,84.750351,137.81078,0,0,-959.61823,4.9258814,5.3058877,4.4397097,8.3230162,.44986501,.27958801,.220351,.195071,.004293181,0,0,0,0,161,0,6.6200733,201.51981,9.4721842,54.760002,0,1,0,0,0,1
1992,Hawaii,22,Asian or Pacific Islander,0,9,yes,1,2,0,0,2,20,63567,4.9000001,4,7,31157.463,166.83127,223.39172,24523.717,5069.6323,3392.7969,5.408927,5.6527066,5.1169829,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.26239938,0,167,1,11.05985,285.06198,10.346809,24.01,0,1,0,0,1,1
1994,New Jersey,40,White,1,12,yes,1,52,0,0,17,35,77679,7.0999999,99,99,20444.584,230.48737,216.60747,65112.766,286.6228,-5181.2583,5.378087,5.7236667,5.440196,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.069828212,0,0,174,1,11.260341,306.02496,9.9254732,50.41,0,1,0,1,0,1
1999,California,58,White,1,12,yes,2,29,0,1,11,29,-700,5.1999998,2,6,4284.2295,149.95674,124.11793,-4471.7285,1569.0276,1569.0276,4.8212323,5.1953883,5.0103469,8.3230162,.039679695,0,0,0,0,0,0,0,0,180,1,,180.4382,8.3626957,27.039997,0,0,1,0,0,0
1992,California,30,White,1,12,yes,2,14,0,0,9,26,17569,9.6999998,6,3,1769.9928,92.226883,141.66464,0,13414.683,11085.745,4.9534626,5.3672009,4.5242515,7.4787307,0,0,0,0,0,0,0,0,0,183,0,9.7738914,214.26227,7.4787307,94.089996,0,1,0,0,0,1
1995,New York,49,White,0,13,yes,1,19,0,0,13,30,147120,6.1999998,8,2,35956.223,257.28345,178.13449,92682.938,31730.77,-7719.3613,5.182539,5.5501785,5.5501785,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.10669699,186,1,11.899004,257.28348,10.490057,38.439999,0,1,0,0,0,1
1986,District of Columbia,31,Black,0,12,yes,3,4,0,0,18,35,0,3.9000001,4,5,3376.019,173.90019,195.26294,0,0,0,5.2743468,5.6975279,5.1584816,8.1244526,0,0,0,0,0,0,0,0,0,188,0,,298.12949,8.1244526,15.210001,1,0,0,0,1,1
1988,Ohio,26,White,1,12,yes,1,4,0,1,4,,7125,6.3000002,7,8,15191.251,132.44791,167.19214,9943.3643,662.89093,-6628.9092,5.1191435,5.0901136,4.8861895,8.3230162,.44986501,.27958801,.220351,.195071,.1605842,0,0,0,0,193,1,8.8713646,162.40831,9.6284752,39.690002,1,0,0,0,0,0
1986,Texas,19,White,0,14,yes,1,12,0,0,9,27,-468,9.1999998,7,4,5453.7837,104.84419,193.11641,102556.57,-107088.14,-126466.56,5.2632933,5.4892731,4.6524754,8.3230162,.28104895,0,0,0,0,0,0,0,0,196,1,,242.08116,8.6040649,84.639999,1,0,0,0,0,1
1992,Pennsylvania,50,White,1,14,yes,1,122,0,1,18,35,336430,7.5999999,99,99,29728.428,239.07967,187.17209,90996.266,215659.66,215659.66,5.2320285,5.6461492,5.4767966,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.21544905,0,207,1,12.726146,283.19882,10.299859,57.759998,0,1,0,1,0,0
1997,Florida,39,White,1,16,yes,1,89,0,0,18,35,137700,4.9000001,99,99,26339.512,200.15672,156.30255,50488.473,61644.797,50732.773,5.0517936,5.3160715,5.2991009,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.094415382,0,212,1,11.832832,203.58253,10.178825,24.01,0,0,1,1,0,1
1993,New Hampshire,32,White,0,12,yes,1,9,0,0,4,22,1100,7.5,2,6,24642.15,141.07021,128.03172,0,90.449821,-11034.878,4.8522782,5.1360669,4.9492579,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.027804088,0,213,0,7.0030656,170.04565,10.112214,56.25,0,1,0,0,0,1
1993,Michigan,50,White,1,14,yes,3,2,0,0,3,20,63876,6.9000001,8,2,29657.592,265.01797,194.48521,52868.824,271.34946,-1085.3978,5.2703562,5.5797977,5.5797977,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.21306296,0,222,1,11.064699,265.01801,10.297473,47.610001,0,1,0,0,0,1
1988,California,33,Asian or Pacific Islander,0,14,yes,2,27,0,1,10,27,37951,5.4000001,2,6,17257.26,137.15848,135.10822,0,40603.176,38172.574,4.906076,5.2116685,4.9211369,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.10096212,0,0,0,227,0,10.544051,183.39981,9.7559881,29.160002,1,0,0,0,0,0
1991,New Jersey,57,White,1,18,yes,1,52,0,1,17,35,250056,6.6999998,99,99,49675.598,279.2489,208.80333,105558,110834.95,109875.33,5.341393,5.6321034,5.6321034,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.42990866,239,1,12.42944,279.24887,10.813269,44.889996,0,1,0,1,0,0
1993,New Jersey,36,White,1,14,yes,1,55,0,1,3,20,4342,7.0999999,3,6,10302.234,288.25201,211.38123,0,0,-452.24911,5.3536634,5.6834502,5.663835,8.3230162,.44986501,.27958801,.18764712,0,0,0,0,0,0,240,0,8.37609,293.96191,9.2401161,50.41,0,1,0,0,0,0
1999,Wisconsin,38,White,1,12,yes,2,12,0,0,16,33,17951,2.9000001,7,6,15391.376,109.40106,175.30745,1568.243,4551.749,4551.749,5.1665411,5.4510412,4.6950207,8.3230162,.44986501,.27958801,.220351,.195071,.17367147,0,0,0,0,244,1,9.7954016,233.00064,9.6415625,8.4100008,0,0,1,0,0,1
2000,Florida,39,White,1,18,yes,2,2,0,0,3,,66367,3.5999999,8,2,34244.613,208.72531,167.13965,28083.043,20796.631,13206.62,5.1188297,5.3410192,5.3410192,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.057924181,245,1,11.102955,208.72533,10.441284,12.959999,0,0,1,0,0,1
1998,Pennsylvania,52,Black,1,11,yes,1,25,0,0,8,26,36572,4.5999999,7,8,14393.037,150.28084,190.65361,24055.215,4668.3154,4668.3154,5.2504582,5.7060804,5.012506,8.3230162,.44986501,.27958801,.220351,.195071,.10660908,0,0,0,0,248,0,10.507038,300.69019,9.5745001,21.16,0,0,1,0,0,1
1994,California,49,Asian or Pacific Islander,1,18,yes,2,3,0,0,12,29,239756,8.8000002,8,1,46124.227,177.16486,135.74457,61734.145,132287.45,132287.45,4.9107747,5.3124213,5.1770806,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.35573378,263,1,12.387377,202.84077,10.739094,77.440002,0,1,0,0,0,1
1995,California,21,White,1,11,yes,1,26,0,1,9,26,1700,7.9000001,7,8,11210.698,77.81176,131.68625,0,1029.1338,1029.1338,4.8804221,5.2844753,4.3542924,8.3230162,.44986501,.27958801,.220351,.051804062,0,0,0,0,0,275,0,7.4383836,197.25067,9.3246241,62.41,0,1,0,0,0,0
1994,Pennsylvania,48,White,1,16,yes,1,2,0,0,8,26,134400,6.5,2,1,34010.223,290.15048,186.92216,61381.379,52299.402,52299.402,5.2306924,5.6703997,5.6703997,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.051056772,287,1,11.808576,290.15048,10.434417,42.25,0,1,0,0,0,1
1993,California,43,White,1,12,yes,2,8,0,0,17,35,19750,9.6000004,1,7,5909.3887,81.571999,141.02936,17185.467,0,-1085.3978,4.9489679,5.3377042,4.4014859,8.3230162,.36128157,0,0,0,0,0,0,0,0,291,1,9.8909092,208.03455,8.6842976,92.160004,0,1,0,0,0,1
1991,California,23,White,1,12,yes,1,16,0,0,18,35,10820,7.8000002,5,5,23030.838,145.35428,137.81078,0,3394.1697,1474.9332,4.9258814,5.3058877,4.9791741,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.18894404,0,0,294,0,9.2891512,201.51981,10.044589,60.840004,0,1,0,0,0,1
1993,New York,44,White,1,16,yes,1,9,0,0,9,26,106072,7.6999998,6,2,80072.516,270.19897,181.01723,55824.727,33058.504,32823.336,5.1985922,5.6034074,5.5991588,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.90732753,295,1,11.571874,271.34943,11.290688,59.289997,0,1,0,0,0,1
1988,New Jersey,37,White,1,13,yes,1,13,0,0,17,,65500,3.8,4,5,40642.949,266.2612,198.69051,56345.73,3093.491,1941.1656,5.2917485,5.5844779,5.5844779,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.2292203,296,1,11.089806,266.26123,10.61258,14.44,1,0,0,0,1,1
1994,California,51,White,1,13,yes,1,9,0,0,18,35,345026,9,4,5,18193.053,202.84076,135.74457,235335.84,57483.309,56954.156,4.9107747,5.3124213,5.3124213,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.15376897,0,0,0,300,1,12.751375,202.84077,9.808795,81,0,1,0,0,1,1
1990,Massachusetts,29,White,1,16,yes,1,7,0,0,18,35,5880,6.3000002,7,8,10198,114.72923,217.39,0,450,-2750,5.3816929,5.6058021,4.7425747,8.3230162,.44986501,.27958801,.17747809,0,0,0,0,0,0,308,0,8.6793118,272,9.2299471,39.690002,0,1,0,0,0,1
1987,New York,20,White,0,12,yes,1,30,0,0,17,35,159475,4.5999999,99,99,22176.432,154.61674,160.54469,169127.64,2070.9507,-230.10564,5.0785723,5.333178,5.0409493,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.15114039,0,0,326,1,11.979643,207.09509,10.006785,21.16,1,0,0,1,0,1
1990,New York,32,White,0,12,yes,1,19,0,0,6,23,9500,5.6999998,4,6,23100,202.82735,180.59,2000,3000,3000,5.1962295,5.5606818,5.312355,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.19194335,0,0,328,1,9.1590471,260.00006,10.047588,32.489998,0,1,0,0,1,1
1991,California,35,White,1,16,yes,1,33,0,0,15,33,40698,7,2,1,49890.551,201.51982,137.81078,23988.535,4318.2817,-1055.5801,4.9258814,5.3058877,5.3058877,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.4342269,334,1,10.613935,201.51981,10.817587,49,0,1,0,0,0,1
1988,New York,55,White,1,8,yes,1,11,0,0,11,28,79925,4.1999998,5,7,23682.883,198.86728,158.50827,71813.188,12373.964,12373.964,5.0658069,5.2926378,5.2926378,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.21686286,0,0,337,0,11.288844,198.86731,10.072508,17.639997,1,0,0,0,0,1
1998,Indiana,43,White,1,13,yes,1,3,0,0,12,30,60887,3.3,4,5,35111.793,161.97177,161.4185,38487.543,801.84045,-2084.7852,5.0840006,5.0874219,5.0874219,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.082932383,339,1,11.016775,161.97174,10.466292,10.889999,0,0,1,0,1,1
1992,Illinois,58,White,0,18,yes,1,33,0,1,15,33,164413,7,5,3,61778.34,199.35709,170.67389,96310.898,30884.512,30884.512,5.1397548,5.2950978,5.2950978,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.64794815,348,1,12.010137,199.35713,11.031308,49,0,1,0,0,0,0
1997,Alabama,22,Black,0,12,yes,1,24,0,0,12,30,6509,5.0999999,3,7,7701.9351,125.8688,117.80915,0,0,-407.1651,4.7690659,4.9875674,4.8352404,8.3230162,.44986501,.17634633,0,0,0,0,0,0,0,360,0,8.780941,146.57942,8.9492273,26.009998,0,0,1,0,0,1
1999,Ohio,43,White,0,10,yes,2,25,0,0,12,30,54250,4.1999998,6,3,7570.5581,134.0883,175.76247,39225.688,0,0,5.1691337,5.3885207,4.8984985,8.3230162,.44986501,.15914109,0,0,0,0,0,0,0,365,1,10.901359,218.87936,8.9320221,17.639997,0,0,1,0,0,1
1996,California,32,Black,0,13,yes,1,3,0,0,4,22,100641,7.5,6,6,63309.113,126.38165,126.98476,59977.055,10321.885,-17667.408,4.8440671,5.2553754,4.8393064,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.6724242,366,1,11.519315,191.5934,11.055784,56.25,0,0,1,0,0,1
1992,Louisiana,39,Asian or Pacific Islander,0,12,yes,1,2,0,0,2,19,32282,8.1000004,2,5,18393.02,168.61511,109.98177,3022.0298,18631.504,14905.203,4.7003145,5.1276188,5.1276188,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.16470094,0,0,0,368,1,10.382265,168.61513,9.8197269,65.610008,0,1,0,0,0,1
1991,Pennsylvania,29,White,1,13,yes,1,62,0,0,4,21,23860,6.5,2,4,14030.578,175.07904,189.14076,4798.0908,9595.2227,8635.6045,5.2424917,5.6321034,5.1652374,8.3230162,.44986501,.27958801,.220351,.195071,.081103064,0,0,0,0,374,1,10.079959,279.24887,9.5489941,42.25,0,1,0,0,0,1
1992,Minnesota,21,White,0,13,yes,1,6,0,0,17,35,5245,5.1999998,2,6,21463.492,133.64935,184.53572,0,1136.5217,-5198.1895,5.2178431,5.5088515,4.8952198,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.1184637,0,0,382,0,8.5650301,246.86745,9.9741087,27.039997,0,1,0,0,0,1
1996,Missouri,39,White,0,12,yes,1,45,0,0,12,29,1000,4.5999999,3,5,11392.309,145.77757,128.35922,0,0,0,4.8548326,4.9820819,4.9820819,8.3230162,.44986501,.27958801,.220351,.06787347,0,0,0,0,0,391,0,6.9077554,145.77756,9.3406935,21.16,0,0,1,0,0,1
1992,New York,34,Black,0,14,yes,1,20,0,0,3,20,999,8.3999996,7,8,18202.047,108.96954,183.91158,0,464.85602,464.85602,5.2144551,5.5639114,4.6910682,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.15426297,0,0,0,398,0,6.906755,260.84109,9.809289,70.55999,0,1,0,0,0,1
1990,Texas,47,White,1,6,yes,1,30,0,0,15,32,2000,6.1999998,4,7,14253.333,184.02362,161.98,0,1000,600,5.0874729,5.3798971,5.215064,8.3230162,.44986501,.27958801,.220351,.195071,.096854903,0,0,0,0,404,1,7.6009026,216.99995,9.5647459,38.439999,0,1,0,0,1,1
1985,Ohio,26,White,0,14,yes,1,18,0,0,18,35,43874,8.8999996,99,99,19065.68,178.55855,177.48962,32796.469,16791.791,-9348.208,5.1789122,5.1849165,5.1849165,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,1.7974854e-07,0,0,406,1,10.689077,178.55853,9.8556452,79.209991,1,0,0,1,0,1
1987,Illinois,34,White,1,12,yes,2,2,0,0,15,,55000,7.5999999,2,7,23477.678,107.52657,169.30022,42569.543,14381.603,14209.023,5.1316733,5.5364494,4.6777377,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.20816058,0,0,414,1,10.915089,253.77534,10.063806,57.759998,1,0,0,0,0,1
1993,Michigan,37,White,0,12,yes,1,15,0,0,18,35,1500,6.8000002,6,5,18741.203,223.62761,194.48521,0,0,0,5.2703562,5.5797977,5.4099822,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.18345399,0,0,0,416,0,7.3132205,265.01801,9.83848,46.240002,0,1,0,0,0,1
1996,Connecticut,37,White,0,12,yes,1,20,0,0,15,32,8534,5.8000002,6,7,39045.063,120.70821,185.13751,0,5026.4106,5026.4106,5.2210989,5.6752291,4.793376,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.18911162,419,0,9.0518131,291.55511,10.572472,33.640003,0,0,1,0,0,1
1990,Connecticut,33,White,1,15,yes,1,13,0,0,17,35,2949,5,2,4,27500,205.30429,200.57001,0,449,-13551,5.3011632,5.676754,5.3244934,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.137531,0,420,1,7.9892216,292.00006,10.221941,25,0,1,0,0,0,1
1999,Florida,43,White,0,12,yes,1,22,0,0,18,35,1032,3.9000001,99,99,33355.957,194.35951,166.19139,0,417.36133,182.0072,5.1131401,5.3740802,5.2697096,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.03163138,431,0,6.9392538,215.74133,10.414991,15.210001,0,0,1,1,0,1
1991,Michigan,19,Black,0,12,yes,2,87,0,1,17,35,40150,9.1999998,99,99,2949.2266,121.16632,203.8421,38384.727,143.94273,-143.94273,5.3173456,5.5791812,4.797164,7.9892983,0,0,0,0,0,0,0,0,0,434,0,10.600378,264.85464,7.9892983,84.639999,0,1,0,1,0,0
1997,Texas,27,White,1,5,yes,1,9,0,0,9,26,15500,5.5999999,1,7,2358.3003,49.045044,159.50285,12214.953,0,0,5.072062,5.3781071,3.8927391,7.7656965,0,0,0,0,0,0,0,0,0,435,0,9.6485949,216.61186,7.7656965,31.359999,0,0,1,0,0,1
1990,New York,48,White,1,12,yes,1,17,0,0,17,34,81789,5.6999998,99,99,27082.666,215.64189,180.59,52000,26439,18239,5.1962295,5.5606818,5.3736191,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.12223883,0,436,1,11.311898,260.00006,10.206649,32.489998,0,1,0,1,0,1
1992,Rhode Island,50,White,0,6,yes,1,14,0,0,10,28,293049,9.1000004,7,5,22944.697,159.32841,191.98833,40150.891,227908.94,225853.88,5.2574344,5.5816107,5.0709677,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.18519706,0,0,446,1,12.588095,265.4989,10.040842,82.810005,0,1,0,0,0,1
