year,sippst,age,race,mardum,ed,ui_yn,spell,dur,templayoff,censrd,seam1wks,seam2wks,hh_twlth,unemprate,gind,occ,annwg,wba,avgwba,hh_theq,hh_liq,hh_netliq,l_avgwba,l_maxwba,l_wba,l_annwg_spl1,l_annwg_spl2,l_annwg_spl3,l_annwg_spl4,l_annwg_spl5,l_annwg_spl6,l_annwg_spl7,l_annwg_spl8,l_annwg_spl9,l_annwg_spl10,id,hasmortg,l_hh_twlth,maxwba,l_annwg,unemprate2,year1,year2,year3,ind99,ind4,delta
1992,Texas,48,White,1,16,yes,2,17,0,0,17,34,43166,7.6999998,99,99,26084.105,149.64961,164.05971,37263.008,0,-558.94513,5.1002302,5.3715391,5.0082965,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.084671691,0,10819,0,10.672809,215.19382,10.169082,59.289997,0,1,0,1,0,1
1986,Oregon,25,White,0,12,yes,2,22,0,0,17,34,1070,7.4000001,99,99,13221.053,130.2943,166.41592,0,83.476273,-632.03467,5.11449,5.5513453,4.8697958,8.3230162,.44986501,.27958801,.220351,.195071,.021674849,0,0,0,0,10820,0,6.9754138,257.58386,9.4895658,54.760002,1,0,0,1,0,1
1998,Texas,28,White,1,12,yes,2,4,0,0,13,30,9125,4.8000002,6,5,17913.117,87.74498,166.61443,3187.3159,882.02454,-922.11658,5.1156821,5.4139442,4.4744349,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.13826223,0,0,0,10823,1,9.1187735,224.51538,9.7932882,23.040001,0,0,1,0,0,1
1993,New York,58,White,1,16,yes,1,69,0,1,17,34,560576,7.8000002,2,1,57406.691,271.34946,181.01723,214011.52,284405,275812.25,5.1985922,5.6034074,5.6034074,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.57455623,10830,1,13.23672,271.34943,10.957916,60.840004,0,1,0,0,0,0
1995,Pennsylvania,46,White,1,14,yes,1,19,0,0,17,35,23374,5.8000002,99,99,57888.777,252.04802,188.22858,0,2572.8347,-11148.95,5.2376571,5.6753416,5.5296197,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.582919,10836,0,10.05938,291.58792,10.966279,33.640003,0,1,0,1,0,1
1991,Ohio,44,White,0,16,yes,1,3,0,0,17,35,55915,6.6999998,8,2,18401.639,188.08517,169.43979,45459.992,7392.8989,6145.395,5.1324978,5.2368951,5.2368951,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.16516919,0,0,0,10837,1,10.931588,188.08521,9.8201952,44.889996,0,1,0,0,0,1
1997,Maryland,56,White,1,12,yes,2,22,0,0,6,23,140541,5,2,6,18868.846,203.58255,159.55171,15472.274,84690.344,84690.344,5.0723681,5.3160715,5.3160715,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.19024129,0,0,0,10844,1,11.853254,203.58253,9.8452673,25,0,0,1,0,0,1
1999,Georgia,31,White,0,16,yes,3,29,0,1,12,29,8190,4,5,2,27065.725,207.11163,155.88289,0,1961.2844,-5726.9507,5.0491052,5.3332582,5.3332582,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.12161322,0,10861,0,9.0106688,207.11168,10.206023,16,0,0,1,0,0,0
1986,Texas,34,White,1,8,yes,1,8,0,0,8,26,4203,9.1999998,1,6,9234.8613,120.7858,193.11641,0,1138.8549,1138.8549,5.2632933,5.4178143,4.7940187,8.3230162,.44986501,.27958801,.078272119,0,0,0,0,0,0,10872,0,8.3435535,225.38594,9.1307411,84.639999,1,0,0,0,0,1
1985,Texas,24,Black,0,12,yes,1,16,0,0,18,35,420,7,4,5,18949.07,209.53763,179.21448,0,54.660782,54.660782,5.1885834,5.4362311,5.3449035,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.19448419,0,0,0,10884,0,6.0402546,229.57532,9.8495102,49,1,0,0,0,1,1
1991,Georgia,32,White,1,12,yes,1,9,0,0,17,34,6616,4.5,4,7,24266.826,177.52937,142.89674,3517.9604,431.82819,-3982.4155,4.9621224,5.1791363,5.1791363,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.012455654,0,10888,1,8.797246,177.5294,10.096866,20.25,0,1,0,0,1,1
1997,Florida,53,White,0,16,yes,3,19,0,0,10,27,650,4.6999998,9,8,7583.8574,119.28095,156.30255,0,122.14954,-692.18066,5.0517936,5.3160715,4.7814817,8.3230162,.44986501,.16089585,0,0,0,0,0,0,0,10891,0,6.4769726,203.58253,8.9337769,22.089998,0,0,1,0,0,1
1995,Kentucky,35,White,1,12,yes,1,14,0,0,15,33,13507,5.0999999,4,5,16366.658,198.96588,143.44411,6603.6089,7.718504,-3908.1357,4.9659452,5.2931333,5.2931333,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.047975976,0,0,0,10895,1,9.5109634,198.96587,9.703002,26.009998,0,1,0,0,1,1
1993,Florida,59,White,1,12,yes,1,12,0,0,3,20,49248,7,6,3,18542.213,224.87009,151.19592,36179.93,1429.1072,-832.13837,5.0185766,5.4210858,5.4155231,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.17277952,0,0,0,10906,1,10.804624,226.12453,9.8278055,49,0,1,0,0,0,1
1985,New York,24,White,0,12,yes,1,35,0,0,17,35,0,6.5,99,99,8842.8994,175.65454,158.63774,0,0,-2793.7732,5.0666232,5.3874407,5.168519,8.3230162,.44986501,.27958801,.034900919,0,0,0,0,0,0,10910,0,,218.6431,9.0873699,42.25,1,0,0,1,0,1
1999,New York,26,White,1,9,yes,4,38,0,1,4,21,0,5.1999998,4,5,7708.6323,121.89996,181.95227,0,0,-3726.4404,5.2037444,5.6572061,4.8032007,8.3230162,.44986501,.17721513,0,0,0,0,0,0,0,10921,0,,286.34747,8.9500961,27.039997,0,0,1,0,1,0
1998,Massachusetts,35,White,0,11,yes,2,42,0,0,13,30,1270,3.2,6,6,11634.705,81.453308,209.28036,0,16.03681,-264.60736,5.3436747,5.5962653,4.4000301,8.3230162,.44986501,.27958801,.220351,.088927738,0,0,0,0,0,10923,0,7.1467724,269.41833,9.3617477,10.240001,0,0,1,0,0,1
1986,Illinois,19,White,0,11,yes,1,5,0,0,18,35,115012,8.1000004,2,6,5559.52,135.80067,168.26433,67973.539,66123.945,55592.816,5.125536,5.2574716,4.9111881,8.3230162,.30025119,0,0,0,0,0,0,0,0,10931,1,11.652792,191.99542,8.6232672,65.610008,1,0,0,0,0,1
1993,Louisiana,41,White,0,12,yes,1,52,0,0,17,34,1620,7.1999998,99,99,20593.615,163.71417,108.01517,0,108.53979,-17619.625,4.682272,5.0981221,5.0981221,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.077091396,0,0,10933,0,7.3901815,163.71419,9.9327364,51.839996,0,1,0,1,0,1
1996,Florida,49,White,1,7,yes,1,8,0,0,12,,3550,4.9000001,6,6,15594.034,167.09665,148.55983,0,0,-1249.522,5.000988,5.338757,5.1185722,8.3230162,.44986501,.27958801,.220351,.195071,.18675302,0,0,0,0,10934,0,8.1747026,208.25369,9.654644,24.01,0,0,1,0,0,1
1991,Massachusetts,29,White,0,16,yes,2,8,0,1,8,,11850,8.3000002,4,5,27509.375,164.88362,213.50546,0,4318.2817,4318.2817,5.3636622,5.5645823,5.1052399,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.13787241,0,10937,0,9.3800831,261.01617,10.222282,68.889999,0,1,0,0,1,0
1989,Louisiana,28,White,1,11,yes,1,2,0,0,2,,6025,10,4,6,17331.451,190.77983,111.11607,3525.7378,1185.7863,-340.45239,4.7105756,5.2511201,5.2511201,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.10525174,0,0,0,10939,1,8.7036724,190.77985,9.7602777,100,1,0,0,0,1,1
1988,West Virginia,42,White,1,7,yes,2,14,0,0,12,29,23325,9.6999998,1,7,15118.333,88.081551,156.24339,19886.729,580.02954,138.10228,5.051415,5.5157814,4.4782629,8.3230162,.44986501,.27958801,.220351,.195071,.15577196,0,0,0,0,10953,1,10.057281,248.58415,9.6236629,94.089996,1,0,0,0,0,1
1993,New York,49,White,1,16,yes,1,53,0,1,18,35,109002,7.6999998,99,99,31141.873,264.10349,181.01723,49354.852,36992.168,35183.172,5.1985922,5.6034074,5.5763412,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.2618987,0,10961,1,11.599121,271.34943,10.346309,59.289997,0,1,0,1,0,0
1986,Washington,64,White,1,12,yes,1,22,0,1,4,22,49895,8.3000002,2,4,19025.436,234.92609,169.433,45846.363,4889.3247,4340.7666,5.1324577,5.459271,5.459271,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.19850583,0,0,0,10965,1,10.817677,234.92609,9.8535318,68.889999,1,0,0,0,0,0
1989,New York,28,White,0,7,yes,2,17,0,1,17,,220299,4.5999999,99,99,20733.867,126.09222,174.63205,224508.86,4215.0747,4215.0747,5.1626811,5.2455797,4.8370137,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.083878696,0,0,10967,1,12.302741,189.72577,9.9395237,21.16,1,0,0,1,0,0
1985,New Jersey,31,White,1,12,yes,1,9,0,0,9,26,24450,5.6999998,7,5,23176.172,246.58086,178.60713,25508.363,121.4684,-5951.9517,5.1851888,5.50769,5.50769,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.19523543,0,0,10986,1,10.104385,246.58086,10.05088,32.489998,1,0,0,0,0,1
1997,Texas,42,White,1,12,yes,2,6,0,0,11,28,139308,5.5,2,1,32141.613,188.00114,159.50285,30944.549,65480.293,65478.664,5.072062,5.3781071,5.2364483,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29349679,0,10988,1,11.844442,216.61186,10.377907,30.25,0,0,1,0,0,1
1995,New York,43,Black,1,15,yes,1,18,0,1,1,18,8099,6.3000002,7,5,10325.643,197.51675,178.13449,0,4372.9614,4372.9614,5.182539,5.5501785,5.2858233,8.3230162,.44986501,.27958801,.18991686,0,0,0,0,0,0,10992,0,8.9994955,257.28348,9.2423859,39.690002,0,1,0,0,0,0
1991,Pennsylvania,43,Black,1,12,yes,1,76,0,1,10,28,39698,6.5,4,5,36158.414,279.2489,189.14076,18327.748,15928.703,15928.703,5.2424917,5.6321034,5.6321034,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.1123046,10994,1,10.589056,279.24887,10.495665,42.25,0,1,0,0,1,0
1991,Massachusetts,31,White,1,12,yes,1,43,0,0,13,30,21862,9.1999998,6,8,9980.0293,114.58128,213.50546,15888.398,383.84729,-17848.898,5.3636622,5.6006875,4.7412844,8.3230162,.44986501,.27958801,.1558726,0,0,0,0,0,0,10996,1,9.9925051,270.6124,9.2083416,84.639999,0,1,0,0,0,1
1996,Pennsylvania,22,White,0,16,yes,1,9,0,0,8,26,188047,5.0999999,8,4,9933.9775,148.60373,182.49686,133282.34,16792.742,16376.235,5.2067327,5.725379,5.0012832,8.3230162,.44986501,.27958801,.15124728,0,0,0,0,0,0,10998,1,12.144447,306.54941,9.2037163,26.009998,0,0,1,0,0,1
1999,California,41,White,1,13,yes,2,9,0,1,9,,1505,5,7,5,13459.118,109.25999,124.11793,0,3.9225688,3.9225688,4.8212323,5.1953883,4.6937304,8.3230162,.44986501,.27958801,.220351,.195071,.039520957,0,0,0,0,11000,0,7.3165483,180.4382,9.507412,25,0,0,1,0,0,0
1996,California,44,White,1,12,yes,1,17,0,0,13,30,731,7,5,6,24508.957,152.50951,126.98476,0,64.975143,-4933.1128,4.8440671,5.2553754,5.0272269,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.022384357,0,11003,0,6.5944133,191.5934,10.106794,49,0,0,1,0,0,1
1996,Texas,28,Black,0,12,yes,2,11,0,0,12,29,1032,5.5,3,4,6512.5088,81.121994,157.39812,0,443.16379,443.16379,5.0587783,5.3741241,4.3959541,8.3230162,.44986501,.0085988352,0,0,0,0,0,0,0,11008,0,6.9392538,215.75081,8.7814798,30.25,0,0,1,0,0,1
1991,Utah,50,White,1,12,yes,1,15,0,0,5,22,33785,5.0999999,2,6,13206.906,204.64481,161.17747,31437.092,23.990456,-3142.7498,5.0825062,5.3569431,5.3212757,8.3230162,.44986501,.27958801,.220351,.195071,.020603873,0,0,0,0,11012,1,10.427773,212.07567,9.4884949,26.009998,0,1,0,0,0,1
1993,Minnesota,21,White,0,14,yes,4,13,0,1,13,,117588,5.3000002,7,8,5092.3252,84.248886,189.6371,62535.199,25868.648,25814.379,5.2451124,5.5308366,4.4337754,8.3230162,.21247403,0,0,0,0,0,0,0,0,11014,1,11.674942,252.35493,8.53549,28.090002,0,1,0,0,0,0
1992,Oklahoma,22,White,0,14,yes,2,36,0,0,17,35,0,6.1999998,6,8,4559.75,66.626099,148.58624,0,0,0,5.0011654,5.285708,4.1990962,8.3230162,.10200708,0,0,0,0,0,0,0,0,11029,0,,197.49396,8.4250231,38.439999,0,1,0,0,0,1
1996,North Carolina,44,Black,0,13,yes,1,16,0,0,17,35,5847,4.4000001,6,7,22671.328,142.44539,160.55525,0,0,0,5.0786381,5.5110283,4.9589586,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.17321128,0,0,11036,0,8.6736841,247.4054,10.028856,19.360001,0,0,1,0,0,1
1997,Georgia,48,White,1,12,yes,1,20,0,0,6,24,183834,4.6999998,5,6,20719.818,175.08099,132.30423,28501.559,111726.11,108468.79,4.8851042,5.1652489,5.1652489,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.083200634,0,0,11039,0,12.121788,175.08102,9.9388456,22.089998,0,0,1,0,0,1
1997,Oklahoma,25,White,1,12,yes,1,7,0,0,6,24,622,4.0999999,4,7,15012.992,158.52602,143.95729,0,99.348289,99.348289,4.9695168,5.3358741,5.0659189,8.3230162,.44986501,.27958801,.220351,.195071,.14878057,0,0,0,0,11043,0,6.43294,207.65417,9.6166716,16.809999,0,0,1,0,1,1
1995,California,60,White,1,11,yes,1,19,0,0,17,35,500,8,99,99,15265.485,197.25066,131.68625,0,0,0,4.8804221,5.2844753,5.2844753,8.3230162,.44986501,.27958801,.220351,.195071,.16545843,0,0,0,0,11045,0,6.2146082,197.25067,9.6333494,64,0,1,0,1,0,1
1988,Mississippi,38,Black,0,14,yes,2,6,0,0,6,23,3700,8.6000004,3,6,7777.9204,137.79158,111.89599,0,3314.4546,3314.4546,4.7175698,5.0764146,4.9257421,8.3230162,.44986501,.18616346,0,0,0,0,0,0,0,11050,0,8.2160883,160.19864,8.9590445,73.960007,1,0,0,0,0,1
1996,Wisconsin,46,White,1,12,yes,1,5,0,0,7,25,67249,3.4000001,2,5,27102.965,207.26294,168.67714,34152.77,9583.001,9383.0771,5.1279864,5.4304242,5.3339882,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.12298842,0,11051,1,11.116158,228.24605,10.207398,11.56,0,0,1,0,0,1
1993,Oklahoma,63,White,0,12,yes,1,74,0,1,5,22,126832,6.1999998,2,6,37798.375,214.36607,148.5367,10500.32,100263.63,96957.688,5.0008321,5.3676853,5.3676853,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.15666094,11053,1,11.750619,214.3661,10.540021,38.439999,0,1,0,0,0,0
1986,Oregon,60,White,1,14,yes,1,9,0,0,9,,0,9,2,5,14729.985,251.62135,166.41592,0,0,0,5.11449,5.5279255,5.5279255,8.3230162,.44986501,.27958801,.220351,.195071,.12975,0,0,0,0,11056,0,,251.62138,9.597641,81,1,0,0,0,0,1
1996,Wisconsin,30,White,1,11,yes,1,53,0,1,1,19,5125,3.5,4,5,17436.662,192.51662,168.67714,0,0,0,5.1279864,5.4304242,5.2601824,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.11130472,0,0,0,11060,0,8.5418854,228.24605,9.7663307,12.25,0,0,1,0,1,0
1998,Virginia,43,White,0,12,yes,1,3,0,0,15,32,5282,2.9000001,5,5,27908.059,182.81963,123.732,0,186.02699,-872.40247,4.8181181,5.2084999,5.2084999,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.1522605,0,11063,0,8.5720596,182.81961,10.23667,8.4100008,0,0,1,0,0,1
1998,Ohio,30,White,0,12,yes,1,1,0,0,4,22,2347,4.3000002,6,2,18121.596,187.44722,172.75653,0,0,-2405.5215,5.1518831,5.3664031,5.2334971,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.14983411,0,0,0,11064,0,7.7608933,214.09142,9.8048601,18.490002,0,0,1,0,0,1
1998,Massachusetts,44,White,1,16,yes,1,3,0,0,11,29,110236,3.5999999,8,1,19810.271,269.4184,209.28036,80985.891,6603.958,991.07483,5.3436747,5.5962653,5.5962653,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.038311183,0,0,11065,1,11.610379,269.41833,9.8939562,12.959999,0,0,1,0,0,1
1986,Florida,36,Black,0,12,yes,1,35,0,0,17,35,31958,5.8000002,99,99,21614.393,176.50267,148.44467,23850.365,596.25909,596.25909,5.0002122,5.1867027,5.173336,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.12546939,0,0,11068,0,10.372178,178.87778,9.9811144,33.640003,1,0,0,1,0,1
1987,Tennessee,38,White,0,12,yes,1,34,0,0,3,20,43775,6.9000001,8,6,8200.9648,149.56866,112.87832,28763.205,10354.754,10354.754,4.7263103,5.0077558,5.0077558,8.3230162,.44986501,.23912576,0,0,0,0,0,0,0,11075,0,10.686818,149.5687,9.0120068,47.610001,1,0,0,0,0,1
1993,Massachusetts,35,White,0,16,yes,2,12,0,0,6,24,9450,7.0999999,7,2,19555.252,204.36403,211.29984,0,2758.7195,2740.6296,5.3532782,5.6426282,5.3199029,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.025354566,0,0,11077,0,9.1537704,282.20343,9.8809996,50.41,0,1,0,0,0,1
1993,Minnesota,62,White,1,12,yes,1,4,0,0,7,25,94986,5.1999998,2,5,28220.344,252.355,189.6371,0,56938.164,55129.168,5.2451124,5.5308366,5.5308366,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.16338797,0,11078,1,11.461485,252.35493,10.247798,27.039997,0,1,0,0,0,1
1989,Colorado,38,White,1,14,yes,2,11,0,0,13,,72900,6,5,2,53421.516,202.77827,169.63594,52701.609,16759.111,16759.111,5.1336546,5.4185991,5.3121133,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.50260913,11087,1,11.196844,225.56291,10.885969,36,1,0,0,0,0,1
1992,Alabama,37,Asian or Pacific Islander,1,12,yes,1,17,0,1,17,,16468,7.5,99,99,16921.131,139.73628,112.67402,8477.334,0,-5449.7148,4.7244987,4.9397569,4.9397569,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.081292585,0,0,0,11090,1,9.7091742,139.73627,9.7363186,56.25,0,1,0,1,0,0
1993,Illinois,25,Black,1,13,yes,1,18,0,0,18,35,16973,7.5999999,99,99,13024.774,147.85582,176.35905,0,2035.121,-23290.83,5.1725221,5.6586833,4.9962378,8.3230162,.44986501,.27958801,.220351,.195071,.0067174211,0,0,0,0,11093,0,9.7393789,286.77081,9.4746084,57.759998,0,1,0,1,0,1
1995,Indiana,45,White,0,12,yes,1,11,0,0,18,35,289174,4.6999998,4,5,13182.347,173.23753,153.26376,0,242274.41,242274.41,5.0321603,5.1546636,5.1546636,8.3230162,.44986501,.27958801,.220351,.195071,.018743254,0,0,0,0,11094,0,12.574784,173.23752,9.4866343,22.089998,0,1,0,0,1,1
1993,Pennsylvania,30,White,1,16,yes,1,24,0,0,7,24,131925,7.3000002,8,1,24040.658,262.6705,190.31548,24082.266,90811.625,89545.32,5.248683,5.6585269,5.5709004,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.003091526,0,11100,1,11.789989,286.72595,10.087502,53.290001,0,1,0,0,0,1
1999,Kansas,48,White,0,12,yes,2,19,0,0,15,33,12500,2.9000001,2,5,15629.868,140.78604,186.30632,9414.165,0,-6668.3672,5.2273922,5.4340625,4.9472413,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.0019125529,0,0,0,11105,0,9.4334841,229.07799,9.6569386,8.4100008,0,0,1,0,0,1
1986,Illinois,44,White,1,14,yes,1,25,0,0,12,30,191762,8.1999998,6,1,60770.73,252.07733,168.26433,132488.78,79674.531,77826.125,5.125536,5.529736,5.529736,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.63150394,11107,1,12.16401,252.07736,11.014864,67.239998,1,0,0,0,0,1
1992,Wisconsin,35,White,1,14,yes,1,9,0,0,18,35,8265,5.3000002,5,4,20052.156,178.69579,163.45419,6521.0264,13.973628,-2771.4363,5.0965328,5.3672009,5.1856847,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.050446689,0,0,11108,1,9.0197849,214.26227,9.9060917,28.090002,0,1,0,0,0,1
1992,Pennsylvania,49,White,1,17,yes,2,1,0,0,2,20,6710,7.6999998,9,1,15112.013,185.57114,187.17209,5123.6636,1127.2059,-1946.9921,5.2320285,5.6461492,5.2234383,8.3230162,.44986501,.27958801,.220351,.195071,.15535425,0,0,0,0,11114,1,8.8113546,283.19882,9.6232452,59.289997,0,1,0,0,0,1
1986,Texas,29,White,1,14,yes,1,2,0,0,2,19,30500,9.1999998,1,5,24470.475,221.87344,193.11641,35775.547,0,-3848.2563,5.2632933,5.4892731,5.4021072,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.020812701,0,11116,0,10.325482,242.08116,10.105223,84.639999,1,0,0,0,0,1
1990,Pennsylvania,41,White,1,16,yes,1,34,0,0,17,34,44882,4.9000001,99,99,33320,256.24951,188.53,5000,33499,32399,5.2392573,5.6903596,5.5461516,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.030552773,11127,1,10.711792,296.00003,10.413913,24.01,0,1,0,1,0,1
1992,Texas,31,White,0,12,yes,3,1,0,0,1,,10349,7.8000002,6,7,11253.428,94.706703,164.05971,1863.1504,4656.9443,4656.9443,5.1002302,5.3715391,4.5507846,8.3230162,.44986501,.27958801,.220351,.055608269,0,0,0,0,0,11129,1,9.2446451,215.19382,9.3284283,60.840004,0,1,0,0,0,1
1992,Michigan,47,White,1,12,yes,1,2,0,0,5,22,40375,9.3000002,2,6,49105.191,263.63577,196.83252,3372.3022,21570.623,20639.049,5.2823534,5.5745683,5.5745683,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.41835967,11137,1,10.605966,263.63571,10.80172,86.490005,0,1,0,0,0,1
1991,Massachusetts,36,White,1,13,yes,2,1,0,0,1,18,1040,9,7,5,8188.7417,129.47009,213.50546,0,38.384727,-13108.385,5.3636622,5.6856279,4.8634501,8.3230162,.44986501,.23763421,0,0,0,0,0,0,0,11140,0,6.9469762,294.60278,9.0105152,81,0,1,0,0,0,1
1990,North Carolina,25,White,1,12,yes,1,9,0,0,18,35,24100,3.9000001,6,6,15400,139.21083,151.75999,0,20550,20400,5.0223002,5.4638319,4.9359894,8.3230162,.44986501,.27958801,.220351,.195071,.17423223,0,0,0,0,11146,0,10.089967,236.00002,9.6421232,15.210001,0,1,0,0,0,1
1993,Ohio,45,White,1,12,yes,1,18,0,0,18,35,10600,6.5,99,99,32833.285,206.2256,165.74026,0,9587.6807,9587.6807,5.1104217,5.3289709,5.3289709,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.015838532,11153,0,9.268609,206.22565,10.399199,42.25,0,1,0,1,0,1
1989,Wisconsin,61,White,1,16,yes,3,17,0,1,17,,106358,4.1999998,99,99,53755.641,210.80644,164.8401,65349.996,37523.547,37470.844,5.1049757,5.3509402,5.3509402,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.50884426,11154,1,11.574566,210.80641,10.892204,17.639997,1,0,0,1,0,0
1993,New York,35,White,1,12,yes,1,17,0,1,17,,11342,8.1000004,99,99,14734.276,172.45482,181.01723,6241.0376,90.449821,-22160.207,5.1985922,5.6034074,5.1501355,8.3230162,.44986501,.27958801,.220351,.195071,.13004087,0,0,0,0,11160,1,9.3362675,271.34943,9.5979319,65.610008,0,1,0,1,0,0
1985,Illinois,61,Black,1,10,yes,1,34,0,1,17,34,50648,9.1000004,99,99,34876.008,195.56413,168.05154,42513.941,4552.6357,2713.604,5.1242709,5.2758884,5.2758884,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.076194674,11161,0,10.832655,195.56415,10.459555,82.810005,1,0,0,1,0,0
1991,Florida,23,White,0,12,yes,1,13,0,1,13,,588,7.3000002,2,6,21341.908,156.19014,151.3222,0,287.88547,-14106.388,5.0194116,5.3748808,5.051074,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.11278266,0,0,11162,0,6.3767271,215.91414,9.9684277,53.290001,0,1,0,0,0,0
1988,Pennsylvania,35,White,1,11,yes,2,28,0,1,12,29,527,4.9000001,4,5,4370.6611,159.46394,181.70946,0,29.830091,-191.13356,5.2024088,5.6291099,5.0718179,8.3230162,.05965345,0,0,0,0,0,0,0,0,11163,0,6.2672005,278.41418,8.3826694,24.01,1,0,0,0,1,0
1992,California,40,White,1,16,yes,1,26,0,1,9,26,22400,8.3999996,7,1,25823.264,214.2623,141.66464,14905.203,5962.0811,3167.3557,4.9534626,5.3672009,5.3672009,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.074620917,0,11164,1,10.016816,214.26227,10.159031,70.55999,0,1,0,0,0,0
1997,California,45,White,1,12,yes,1,4,0,0,4,22,96000,6.3000002,1,5,18225.525,165.41585,123.65605,16286.604,57003.117,57003.117,4.8175039,5.2326899,5.1084628,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.15555234,0,0,0,11166,1,11.472103,187.29593,9.8105783,39.690002,0,0,1,0,0,1
1991,Pennsylvania,55,White,1,12,yes,1,21,0,0,4,21,174689,6.5,7,5,21735.352,227.65106,189.14076,137225.41,24243.795,24243.795,5.2424917,5.6321034,5.427814,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.13105029,0,0,11167,1,12.070763,279.24887,9.9866953,42.25,0,1,0,0,0,1
1991,New York,54,Asian or Pacific Islander,1,8,yes,1,34,0,1,17,34,69125,7.9000001,99,99,14970.044,205.29237,182.68251,57577.094,3550.5874,-3166.74,5.2077498,5.5935698,5.3244352,8.3230162,.44986501,.27958801,.220351,.195071,.14591573,0,0,0,0,11169,0,11.143672,268.69308,9.6138067,62.41,0,1,0,1,0,0
1985,Texas,49,White,1,16,yes,1,21,0,0,9,26,13900,7.0999999,2,2,59150.254,229.57527,179.21448,12754.182,121.4684,-4737.2676,5.1885834,5.4362311,5.4362311,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.60447586,11170,1,9.5396442,229.57532,10.987836,50.41,1,0,0,0,0,1
1994,Missouri,22,White,1,10,yes,2,2,0,0,18,35,10106,5.1999998,3,6,13696.161,95.526337,132.3492,0,0,-9039.6426,4.8854437,5.0391278,4.559402,8.3230162,.44986501,.27958801,.220351,.195071,.056979872,0,0,0,0,11172,0,9.2208843,154.33534,9.5248709,27.039997,0,1,0,0,0,1
1998,Pennsylvania,50,White,1,13,yes,2,23,0,0,5,22,80774,4.5999999,1,5,34483.953,233.76004,190.65361,62142.637,1422.465,-60.939877,5.2504582,5.7060804,5.4542952,8.3230162,.44986501,.27958801,.220351,.195071,.187135,.200619,.228765,.29894999,.064889818,11174,1,11.299411,300.69019,10.44825,21.16,0,0,1,0,0,1
