"","ame.cox","ame.po","ame.kmdr.clog","ame.kmdr.logit","ame.dr.ig.clog","ame.mdr.ig.logit","me.cox.x = 0.5","me.po.x = 0.5","me.kmdr.clog.x = 0.5","me.kmdr.logit.x = 0.5","me.dr.ig.clog.x = 0.5","me.dr.ig.logit.x = 0.5","cdf.cox.x = 0.5","cdf.po.x = 0.5","cdf.kmdr.clog.x = 0.5","cdf.kmdr.logit.x = 0.5","cdf.dr.ig.clog.x = 0.5","cdf.dr.ig.logit.x = 0.5","n","cens.level"
"t = 0.648920970271713","0.0393512873451389","-0.000623675116679029","0.000581092503522392","0.000864773026843699","0.00322071843365943","0.00346871727654039","0.0380826325736224","-0.000499440936062932","0.00168674443900572","0.00124345335631225","0.00328914085806791","0.00294477360563177","0.0022754818280377","0.000240410651550741","-0.000324271101683202","-0.000145815685487826","0.0192206004831177","0.0194002913941792","1600","10%"
"t = 0.662355355152468","0.0417077388686108","-0.000646984990316992","0.000236873511575313","0.000560758637322803","0.00312280369478982","0.00340314470020883","0.0404796706862143","-0.000527461276020084","0.001430560854467","0.000930549406149033","0.00321878726790522","0.00283398400678574","0.00239921331289623","0.00026853457229219","-0.000332618219492084","-0.000126603760605934","0.0208031851962642","0.021010138304043","1600","10%"
"t = 0.675789740033223","0.0441404418520305","-0.00056345344979121","0.00027598677962382","0.000636247373349163","0.0034897358425998","0.00380245802086564","0.0429699420176089","-0.000448593512831151","0.00153406532781788","0.000977965667235729","0.00361002977869922","0.00318888397952088","0.00237064640703015","0.000150450624043102","-0.00047044847125673","-0.000235988252279406","0.0221910063508803","0.0224257897693728","1600","10%"
"t = 0.689224124913979","0.0465231473428381","-0.000566599636621039","0.000537972496536237","0.000926668036653683","0.00413106274905271","0.0044687446223524","0.04542795107995","-0.000458105573487628","0.00182890565820087","0.00121453824714592","0.00426594364074334","0.00380700231803127","0.00245050851408128","0.000150980792889727","-0.000473438473339819","-0.000209144899971526","0.0236825566796225","0.0239459797800497","1600","10%"
"t = 0.702658509794734","0.0488956625438789","-0.000567277811599947","0.000447682735490185","0.000867184730528432","0.00436879044216559","0.00473376187124592","0.0478939547196865","-0.000466604912580203","0.0018220366342732","0.00113219507398035","0.0045635981846998","0.00405036837825215","0.0025076587617308","0.000124326906214846","-0.000521500205039095","-0.0002225930968334","0.0250780729654786","0.0253754418389041","1600","10%"
"t = 0.716092894675489","0.0512279443421857","-0.000595086535003099","0.000352699678461565","0.000812344786271924","0.0047798229729022","0.00517757864531809","0.0503379241137807","-0.000505291790607357","0.00179815147191499","0.00104066252071705","0.00502798534536155","0.00446912324274312","0.00260356670570425","0.0001498621307278","-0.000529325387604282","-0.000192814410796724","0.0264969030244173","0.0268301389170327","1600","10%"
"t = 0.729527279556244","0.0534946161915011","-0.000664296115751455","3.53197904769545e-05","0.000545308181593144","0.00504191661033043","0.00547955486282669","0.0527348510176448","-0.000587884324694606","0.00157362568443364","0.000746598594015223","0.00535710633481846","0.0047547985994742","0.00274610526621249","0.00022584428062858","-0.000498258787589618","-0.000119435042072712","0.0279457346726498","0.0283185166442758","1600","10%"
"t = 0.742961664436999","0.0557880130706815","-0.000621634762105602","6.42505870583733e-05","0.000611220243894778","0.0056798001356599","0.00615056373559094","0.0551763700888089","-0.00055764242741899","0.00168103153633603","0.000776883020391208","0.00606974675643797","0.00541986774165836","0.00272153347212109","0.000146784023823384","-0.000613754551385967","-0.000191735912553073","0.0291323079266553","0.0295455109735219","1600","10%"
"t = 0.756396049317755","0.0580089580691023","-0.00059341086601714","0.000451648506318548","0.00103424864305485","0.00635146913779222","0.00684914640875183","0.0575631139643962","-0.000543989256801714","0.00213763443897895","0.00116067410833958","0.00682460348783971","0.00612132377131875","0.00269536438101819","8.60753394362125e-05","-0.000701053425115424","-0.00023445298349355","0.0302715047269527","0.0307277176722574","1600","10%"
"t = 0.76983043419851","0.0601274946185267","-0.000612490186312463","0.00061215033192548","0.00123447155329887","0.00708636286662049","0.00761797971933627","0.059864168090816","-0.000579540941698965","0.00237031716693675","0.00132006374901706","0.00764680391207031","0.00689823116194855","0.00275768149672724","0.000113822920107083","-0.000694469599115874","-0.000179202260450239","0.0315260633670175","0.0320276643249459","1600","10%"
"t = 0.783264819079265","0.062124020050583","-0.000675633481647666","0.00053499061065345","0.00120263028092166","0.00757557419923871","0.0081462080282422","0.0620587598872679","-0.000662087961650919","0.00238336110977343","0.00125261741779818","0.00824066332164849","0.00744290895483043","0.00289309888668511","0.000221446792148589","-0.000619173715511615","-4.99525773518307e-05","0.0327539201018054","0.0333057642546404","1600","10%"
"t = 0.79669920396002","0.0640246661517851","-0.000738214566079864","0.000326777879272414","0.00103153453392097","0.0078842887141319","0.00847943498009679","0.0641714138631711","-0.000746147810483099","0.00227392232339346","0.0010489527104914","0.00866822672854733","0.00779819741064271","0.00300913415361709","0.000327494012907988","-0.000573796548272002","5.3138115915704e-05","0.0338760802886397","0.0344824161441156","1600","10%"
