"","ame.cox","ame.po","ame.kmdr.clog","ame.kmdr.logit","ame.dr.ig.clog","ame.mdr.ig.logit","me.cox.x = 0.5","me.po.x = 0.5","me.kmdr.clog.x = 0.5","me.kmdr.logit.x = 0.5","me.dr.ig.clog.x = 0.5","me.dr.ig.logit.x = 0.5","cdf.cox.x = 0.5","cdf.po.x = 0.5","cdf.kmdr.clog.x = 0.5","cdf.kmdr.logit.x = 0.5","cdf.dr.ig.clog.x = 0.5","cdf.dr.ig.logit.x = 0.5","n","cens.level"
"t = 0.237043780897122","0.216640766927312","0.170174373974045","0.109541814713576","0.10460274633144","0.0936024499733516","0.0909892253605188","0.198987816296118","0.153776291859119","0.0721497434318638","0.0757676538656204","0.0650724664691309","0.068013914088779","0.0245919966464517","0.0250927196436931","0.024035372537067","0.0241896933327422","0.0235506132763376","0.0236663813475151","100","30%"
"t = 0.247302270059656","0.222377774845782","0.173659791095076","0.110993207627039","0.105962095030386","0.0957135994891159","0.0930370890096335","0.206262112972386","0.15886765383508","0.0763984418523694","0.0802564229918196","0.0691021972240008","0.0721996209305354","0.0253475544480165","0.0260233265859177","0.0251595141533265","0.0253429793630464","0.0246394736017971","0.0247695293900934","100","30%"
"t = 0.257560759222191","0.227447708652483","0.176464317237634","0.112342365843346","0.10721883776446","0.0967995083591751","0.0942656249787091","0.212813126258989","0.163242922452272","0.0803083294093155","0.0844271798587847","0.0738387352354587","0.0773810296001601","0.0257468655160575","0.0266398110580176","0.0262426221858512","0.0263864693770488","0.0260169810181312","0.0262328633329575","100","30%"
"t = 0.267819248384725","0.232626295879295","0.178955731224748","0.112840055718169","0.107925985301002","0.0988967308213293","0.0966290199870397","0.219407280012667","0.167178401383398","0.0840865350432793","0.0883873086067813","0.0810931883808827","0.0847163836469258","0.026118793790485","0.0269757457675361","0.0267204309544206","0.0268795051987411","0.0289390301650303","0.0292934900979891","100","30%"
"t = 0.278077737547259","0.237539926933693","0.181139551366346","0.113571067310253","0.10860947927303","0.0999234103016548","0.0977821548077085","0.225657493443123","0.170706645902566","0.0861399926567362","0.0906501712251206","0.0853634830142072","0.0890639439775264","0.0267687424570331","0.0275207009405162","0.0275460501298599","0.027673063695319","0.0323151093763536","0.0327301653195306","100","30%"
"t = 0.288336226709793","0.24191239997331","0.182951221261504","0.113216015949186","0.108345749950697","0.10175212606124","0.0996723930916292","0.23128954643187","0.173745198556182","0.0894386462691801","0.0939540137324457","0.0900145895087692","0.0935760400864721","0.0275457972644155","0.0283161420937753","0.0278728704461036","0.0280129376279455","0.0370678785512591","0.0376115914501626","100","30%"
"t = 0.298594715872328","0.245980982761334","0.184426632670744","0.11517016544857","0.110341150830472","0.104977230666859","0.102949857346512","0.236540326734024","0.17637100892505","0.0937151586576689","0.0982323720838077","0.0953355777484353","0.0988256340880903","0.0279679952404596","0.0287192305820779","0.0285254566554655","0.0286490040680078","0.0416392027757569","0.0422822750156786","100","30%"
"t = 0.308853205034862","0.249420769658279","0.185352714040095","0.118662495072977","0.113873337345821","0.106170234856417","0.10423405609282","0.24109350234233","0.178367751131067","0.0986864756916947","0.103406729319904","0.0979161311414148","0.101427336472897","0.0287117343272436","0.0294998569524496","0.0293050951031873","0.0294385931370179","0.0470966961515275","0.0478276518217899","100","30%"
"t = 0.319111694197396","0.252646627317613","0.186126682358063","0.121844489778073","0.117062692386872","0.110543993774677","0.108656452421304","0.245334561416339","0.18015823267262","0.103900223071583","0.108599077942436","0.103804337089003","0.107188512759747","0.0293962788217514","0.0303038467670447","0.0300595523246254","0.0301838903982227","0.053027818482865","0.0538787357088662","100","30%"
"t = 0.329370183359931","0.25507138103681","0.186304114554864","0.123482950479734","0.118693039766441","0.112770459792037","0.11085895565407","0.248685985037277","0.18126307679914","0.107776982159677","0.11243574532338","0.107347160318932","0.110540766301445","0.0303829214718051","0.0311467287850726","0.0307556703470183","0.0308894646538318","0.0580737447783608","0.0589946463618938","100","30%"
