"","ame.cox","ame.po","ame.kmdr.clog","ame.kmdr.logit","ame.dr.ig.clog","ame.mdr.ig.logit","me.cox.x = 0.5","me.po.x = 0.5","me.kmdr.clog.x = 0.5","me.kmdr.logit.x = 0.5","me.dr.ig.clog.x = 0.5","me.dr.ig.logit.x = 0.5","cdf.cox.x = 0.5","cdf.po.x = 0.5","cdf.kmdr.clog.x = 0.5","cdf.kmdr.logit.x = 0.5","cdf.dr.ig.clog.x = 0.5","cdf.dr.ig.logit.x = 0.5","n","cens.level"
"t = 0.498107133663685","-0.000640429089967654","-0.0517936991934624","-0.000943121380508144","0.00122976035997361","-0.000822379831859211","0.00133231282927453","-0.000443407134406808","-0.0377086241368735","0.00043350149247915","-0.00250694899396624","0.000497181606750136","-0.00243822389947486","0.000328795438345515","-0.008052439099742","-7.59335857852298e-05","0.000500655482642136","-0.000135783215870353","0.000439761623064637","1600","30%"
"t = 0.521279345422736","-0.000252798021732156","-0.0536734379377317","-0.000934482312186227","0.0015907212791846","0.00206088541785356","0.00445375213592335","-7.57628695433756e-05","-0.040685150383871","0.000421061533643181","-0.00302116611907079","-0.000501031254419176","-0.00361542863644705","0.000132642469390778","-0.0085717660990229","-0.000171246970028167","0.000515587582850494","0.00855208936005381","0.00926943313555444","1600","30%"
"t = 0.544451557181786","-7.58243587695541e-05","-0.0552772038873219","-0.000570439722443011","0.00231094751391977","0.00586148529101215","0.00845236278161447","9.88801677705063e-05","-0.043677656702354","0.000690780485840757","-0.00329938141683777","-1.97603084448473e-05","-0.00329322640994078","4.1023554969276e-05","-0.00907590974144247","-0.000234571666369007","0.000573172704975745","0.0175458024436611","0.0184073669624179","1600","30%"
"t = 0.567623768940837","-0.000120285847407016","-0.0568757790090858","-0.000561975115648511","0.00271310026264285","0.00871085163831634","0.0115471235072562","5.69567169304007e-05","-0.0469904302834825","0.000664505562332232","-0.00395162341072272","0.000319429929787245","-0.00316850852901067","7.26864648310791e-05","-0.00940873095274188","-0.000179960648829671","0.000766763552158306","0.0263794888038083","0.0274027134523251","1600","30%"
"t = 0.590795980699887","-1.32447301643016e-05","-0.058006142818785","-0.000190721795533585","0.00350501423221255","0.011845705165495","0.0149582369732526","0.000164192233775514","-0.0501067644718783","0.000904340878681724","-0.00435309988300818","0.0014012175414433","-0.00228877932012176","2.2361310038092e-05","-0.00978723392488484","-0.000194271089431218","0.000905412657729873","0.0347564067301388","0.0359517555769328","1600","30%"
"t = 0.613968192458938","-4.05461096815448e-05","-0.0589748789055672","-5.86477161085454e-05","0.00412060624185643","0.0155564381101915","0.0189547899746615","0.000142423871828662","-0.0533550341462748","0.000955310939351641","-0.00498854225279861","0.00331779307732056","-0.000542034831013379","3.78287891581004e-05","-0.0100618370765139","-0.000159845034212701","0.00111276930482844","0.042999846033362","0.0443765431662673","1600","30%"
"t = 0.637140404217988","-0.000298050528058355","-0.0598840363324162","0.000121648754534919","0.00480188154038234","0.0192101295632202","0.022929025140055","-0.000113005790573198","-0.0568542312766931","0.000970992617849557","-0.00569224495482616","0.00549444229212199","0.0014804646954395","0.000184612611586491","-0.0101549897221878","6.88474890270281e-05","0.0015326645196188","0.0511059033230316","0.0526782683385888","1600","30%"
"t = 0.660312615977038","-0.000252282437722485","-0.0601616455956175","0.000323459094709506","0.0054903712751755","0.0233072352506743","0.0273099941993887","-7.38181098501956e-05","-0.0599265301449315","0.00110373931242856","-0.00637005526911176","0.00837153077685444","0.004182678774671","0.000166785786297197","-0.0103568190550567","6.62967506294939e-05","0.00173538072947826","0.0587932332200744","0.0605683848253457","1600","30%"
"t = 0.683484827736089","-0.000273047755290366","-0.0602211934716446","0.000268434958226966","0.00595482860239595","0.0271813282946851","0.0314896595457895","-0.000101195687541575","-0.0630027406937558","0.00102176671747863","-0.0073210836440055","0.0112747553755719","0.00689919865425952","0.000192434561756402","-0.0104580288510307","9.44687554089284e-05","0.00199073440843356","0.0661347830674882","0.0681306082854475","1600","30%"
"t = 0.706657039495139","-0.00032085456797839","-0.0599966204751434","0.000468317845235235","0.0066973653143657","0.0313372534050208","0.035960011107461","-0.0001607482903378","-0.0659963925284256","0.00111636057427961","-0.00810778022044133","0.0146811383152115","0.010129333033274","0.000219822412714819","-0.0105036590106822","0.000154723924770555","0.00229722758469444","0.073144148647303","0.0753723194164422","1600","30%"
