"","ame.cox","ame.po","ame.kmdr.clog","ame.kmdr.logit","ame.dr.ig.clog","ame.mdr.ig.logit","me.cox.x = 0.5","me.po.x = 0.5","me.kmdr.clog.x = 0.5","me.kmdr.logit.x = 0.5","me.dr.ig.clog.x = 0.5","me.dr.ig.logit.x = 0.5","cdf.cox.x = 0.5","cdf.po.x = 0.5","cdf.kmdr.clog.x = 0.5","cdf.kmdr.logit.x = 0.5","cdf.dr.ig.clog.x = 0.5","cdf.dr.ig.logit.x = 0.5","n","cens.level"
"t = 0.237043780897122","0.24257389106744","0.193213488052576","0.0490573457617533","0.0476107014648605","0.0487173807919407","0.0473474139421213","0.224643690357364","0.176267262545278","0.0360419432687084","0.0378592352658895","0.0359345813228158","0.0377014502120726","0.0146459309448799","0.0158595828076085","0.01200945021908","0.0120428797616095","0.0119731244900195","0.0120092131440998","400","10%"
"t = 0.247302270059656","0.250357369173049","0.197731342022506","0.0492378079703935","0.0477405662382684","0.0489336770563711","0.0475275297334586","0.233955848037053","0.182352342934866","0.0374491201078694","0.0392704989480541","0.0373581443238968","0.0391634989331301","0.0147878597722847","0.0160386246001647","0.0122540683377064","0.0122979323497047","0.0122207704809944","0.0122632889198281","400","10%"
"t = 0.257560759222191","0.257651851776311","0.201780831886615","0.0493901083497008","0.0479623486290596","0.0491677774644163","0.0478142904676699","0.242724177488297","0.187910512212889","0.0386353192242836","0.0406130230322325","0.0388858611759198","0.0408428216528104","0.0147397354462005","0.0161434297396736","0.0125726401793714","0.0126068529212708","0.0125226572522044","0.0126089651901431","400","10%"
"t = 0.267819248384725","0.264578804661056","0.205338503374943","0.0492794780993488","0.0478488033102305","0.0488600304207806","0.0475482981468283","0.251061708203444","0.192909802271339","0.0393359448977709","0.0412661068666675","0.0398883086389219","0.0417723163322607","0.0147820423461247","0.0162056333830557","0.012973333614457","0.0129982677851554","0.0133500572604485","0.0135203823535669","400","10%"
"t = 0.278077737547259","0.271118991258964","0.208422654746062","0.0496802557736302","0.0482698740107251","0.0491893265284566","0.0479673654187404","0.258940219286634","0.197360311241283","0.0409109875949109","0.0428240720522032","0.0416665162483787","0.0434304473876388","0.0149944251407509","0.0163933763741096","0.013402882629486","0.0134583706659288","0.0145081472731122","0.0147747917152404","400","10%"
"t = 0.288336226709793","0.277340826919511","0.21101979364741","0.049690716283846","0.0483261347791351","0.0495151129816932","0.048330284966892","0.266424302883403","0.20124330847564","0.0418104484627915","0.0437466519348895","0.0430775758437583","0.0448585884453921","0.0153471313425454","0.0167348162356064","0.013863231814098","0.0139045085771718","0.0157776491167072","0.0161243968292467","400","10%"
"t = 0.298594715872328","0.283032808773862","0.213133879200503","0.0500460195322994","0.0488241279553034","0.0505417887965354","0.049490379074948","0.273299683973118","0.204558702212372","0.0431695609446378","0.0450848117302193","0.0448011424409742","0.0465684935694471","0.0154762544363196","0.0168746946149078","0.0141731253766841","0.0142204646080799","0.0173059864539615","0.0177030912574769","400","10%"
"t = 0.308853205034862","0.288290533250669","0.214752966878988","0.0513436379334615","0.0501103900514059","0.0518891443782164","0.0508407081408861","0.279657727648636","0.207291513931543","0.045077846841821","0.0469574697792493","0.0468568418567841","0.0486225315313013","0.0156305049582604","0.0169964451129071","0.0147078572235771","0.0147568622756976","0.0187304997747772","0.0191984287853713","400","10%"
"t = 0.319111694197396","0.293073703491953","0.215854310536231","0.0523491320453103","0.0511387961165204","0.0530725096465339","0.0521053994542697","0.285459350432364","0.209418416937095","0.0466069790906095","0.0484816917140712","0.0486464072451688","0.0503249652030067","0.0158072403942443","0.0170990021345908","0.014893902516795","0.0149398040897267","0.0203461882151766","0.0208807031433237","400","10%"
"t = 0.329370183359931","0.297474870268971","0.216494356612454","0.0530037524253257","0.0518184240736023","0.0534577594704043","0.052535684264278","0.29079655679087","0.210996480665269","0.0479038759988811","0.0497971756098253","0.0496669432933773","0.051279680978669","0.0160524613220063","0.017304922467105","0.0153936050085181","0.0154008447995974","0.0220587888367398","0.022615577688313","400","10%"
