"","ame.cox","ame.po","ame.kmdr.clog","ame.kmdr.logit","ame.dr.ig.clog","ame.mdr.ig.logit","me.cox.x = 0.5","me.po.x = 0.5","me.kmdr.clog.x = 0.5","me.kmdr.logit.x = 0.5","me.dr.ig.clog.x = 0.5","me.dr.ig.logit.x = 0.5","cdf.cox.x = 0.5","cdf.po.x = 0.5","cdf.kmdr.clog.x = 0.5","cdf.kmdr.logit.x = 0.5","cdf.dr.ig.clog.x = 0.5","cdf.dr.ig.logit.x = 0.5","n","cens.level"
"t = 0.497423894309699","0.0500866792808625","0.084726276866282","0.0978289788361032","0.0945138693291717","0.0978289788361032","0.0945138693291717","0.0429087554226836","0.064522194719546","0.0674314982578432","0.0701491590865506","0.0674314982578432","0.0701491590865506","0.0210350895040571","0.021649421466166","0.0250990901329539","0.0252562859701417","0.0250990901329539","0.0252562859701417","100","0%"
"t = 0.520605609033673","0.051930576441189","0.0877305320800396","0.0994051512481081","0.0960106945294923","0.0994051512481081","0.0960106945294923","0.0448042335784812","0.0685873650508592","0.0701119949299142","0.0734633108012459","0.0701119949299142","0.0734633108012459","0.022067938693212","0.022952246385008","0.0259908878699459","0.0261748388673102","0.0259908878699459","0.0261748388673102","100","0%"
"t = 0.543787323757646","0.0541076418267667","0.0901202483532669","0.101659624470246","0.0981419948835238","0.101659624470246","0.0981419948835238","0.0469721526965261","0.0723704501588819","0.0727519367664824","0.0765247081367057","0.0727519367664824","0.0765247081367057","0.0228574739014134","0.0241158089200857","0.0269398926953952","0.0271131416373426","0.0269398926953952","0.0271131416373426","100","0%"
"t = 0.56696903848162","0.0555322011978399","0.0920228157116565","0.1027635972178","0.098808328220163","0.1027635972178","0.098808328220163","0.0484189626727861","0.0757298032722335","0.0739818056315797","0.0782483483714765","0.0739818056315797","0.0782483483714765","0.0236947573474123","0.0253230339338591","0.0281354381612241","0.0283065950814983","0.0281354381612241","0.0283065950814983","100","0%"
"t = 0.590150753205593","0.0574723421381425","0.0939955459379674","0.105206553726224","0.100897896442314","0.105206553726224","0.100897896442314","0.0504595110215889","0.0799770401026913","0.0775264932581493","0.0822472792268789","0.0775264932581493","0.0822472792268789","0.024636553555487","0.0264584936238345","0.0291577838191744","0.0292883005043302","0.0291577838191744","0.0292883005043302","100","0%"
"t = 0.613332467929567","0.0587101770066057","0.0955270340469352","0.106715467542652","0.10245813712357","0.106715467542652","0.10245813712357","0.0518440219547387","0.0837444494124319","0.0799445972439764","0.0852196150854363","0.0799445972439764","0.0852196150854363","0.0253494320575987","0.0274090533974869","0.0295902141162685","0.0297203360194483","0.0295902141162685","0.0297203360194483","100","0%"
"t = 0.63651418265354","0.0607334610051469","0.0963995145856829","0.107706469120946","0.103041961815943","0.107706469120946","0.103041961815943","0.0539994294907417","0.0876008650431184","0.0820671154977986","0.0876389196408555","0.0820671154977986","0.0876389196408555","0.0261467720974262","0.0284704054345659","0.030258585967724","0.0304158884368517","0.030258585967724","0.0304158884368517","100","0%"
"t = 0.659695897377513","0.0620832881616437","0.097048333484181","0.110070627691401","0.104986432932752","0.110070627691401","0.104986432932752","0.0557965253863472","0.0909035501604175","0.0851964423296381","0.0915257464836181","0.0851964423296381","0.0915257464836181","0.0270455833437297","0.0295926924277049","0.0310854190551359","0.0312359968294919","0.0310854190551359","0.0312359968294919","100","0%"
"t = 0.682877612101487","0.0634489617533043","0.0975241990834027","0.110829391442073","0.105533609845052","0.110829391442073","0.105533609845052","0.0576358578710201","0.0942664441214825","0.0876386426120635","0.0942748512321655","0.0876386426120635","0.0942748512321655","0.027882723329009","0.0306866540075526","0.0313119270179583","0.0315097936858524","0.0313119270179583","0.0315097936858524","100","0%"
"t = 0.70605932682546","0.065118003098657","0.0976338536510918","0.113110240385898","0.107552198039977","0.113110240385898","0.107552198039977","0.0596058506778851","0.09779313677589","0.0917297106840941","0.0994367499986632","0.0917297106840941","0.0994367499986632","0.0289013912993173","0.0319719325913012","0.0320028665432736","0.032269470164132","0.0320028665432736","0.032269470164132","100","0%"
