"","ame.cox","ame.po","ame.kmdr.clog","ame.kmdr.logit","ame.dr.ig.clog","ame.mdr.ig.logit","me.cox.x = 0.5","me.po.x = 0.5","me.kmdr.clog.x = 0.5","me.kmdr.logit.x = 0.5","me.dr.ig.clog.x = 0.5","me.dr.ig.logit.x = 0.5","cdf.cox.x = 0.5","cdf.po.x = 0.5","cdf.kmdr.clog.x = 0.5","cdf.kmdr.logit.x = 0.5","cdf.dr.ig.clog.x = 0.5","cdf.dr.ig.logit.x = 0.5","n","cens.level"
"t = 0.237043780897122","0.252373899300238","0.205776670091152","0.0598118969980932","0.0580626038147609","0.0598118969980932","0.0580626038147609","0.233920457149669","0.188863100366546","0.0450934987332946","0.0470445938596978","0.0450934987332946","0.0470445938596978","0.0184231877033313","0.0199784830095506","0.0159330869393115","0.0159981135985934","0.0159330869393115","0.0159981135985934","400","0%"
"t = 0.247302270059656","0.260629505052739","0.211095310366925","0.0597554317765144","0.0580401389206056","0.0597554317765144","0.0580401389206056","0.243679754908424","0.19574132925668","0.0460986810231622","0.0481047179845601","0.0460986810231622","0.0481047179845601","0.0184221654265741","0.0199921287319207","0.0165346547547836","0.0165900986179878","0.0165346547547836","0.0165900986179878","400","0%"
"t = 0.257560759222191","0.268556571007771","0.216029476505678","0.0601020716687469","0.0584639099661127","0.0601020716687469","0.0584639099661127","0.253055517616493","0.202177341845356","0.0479592735495172","0.0499173898505394","0.0479592735495172","0.0499173898505394","0.0182823303303759","0.0198577953194766","0.016816730640092","0.0168622275878385","0.016816730640092","0.0168622275878385","400","0%"
"t = 0.267819248384725","0.276407889077577","0.220562059582476","0.061021821987922","0.0593032270736157","0.061021821987922","0.0593032270736157","0.262294549286159","0.208145699440554","0.0498076015852077","0.0518525616552811","0.0498076015852077","0.0518525616552811","0.0184733940036939","0.0200928593059935","0.0170599988768126","0.0171168455446709","0.0170599988768126","0.0171168455446709","400","0%"
"t = 0.278077737547259","0.283474480551807","0.224487827912644","0.0622017354073065","0.0605180426945334","0.0622017354073065","0.0605180426945334","0.270683976817817","0.213432104975963","0.0517934667825988","0.0539520764697958","0.0517934667825988","0.0539520764697958","0.0185069128018223","0.0200958406785249","0.0174741925873318","0.01751449037155","0.0174741925873318","0.01751449037155","400","0%"
"t = 0.288336226709793","0.290417379776564","0.228123296213947","0.062243510321088","0.0606527155581885","0.062243510321088","0.0606527155581885","0.278872128344306","0.218351389562956","0.0527622413132708","0.0549537554416543","0.0527622413132708","0.0549537554416543","0.0187024928057021","0.0202748337244347","0.0179528098966359","0.0179864118522792","0.0179528098966359","0.0179864118522792","400","0%"
"t = 0.298594715872328","0.296821633088447","0.231188834654573","0.0635159603657949","0.0619268512904828","0.0635159603657949","0.0619268512904828","0.28644841030127","0.222616161611612","0.0550939287760182","0.0572878865958817","0.0550939287760182","0.0572878865958817","0.0190152137295829","0.0205511437708205","0.0184732105516509","0.0185105093031493","0.0184732105516509","0.0185105093031493","400","0%"
"t = 0.308853205034862","0.30292195045142","0.233873389004657","0.0647282112024967","0.0631931231635433","0.0647282112024967","0.0631931231635433","0.293639599886001","0.226415265112509","0.0570709682746461","0.0593107474242456","0.0570709682746461","0.0593107474242456","0.0192206491807773","0.0207300396277476","0.0188955699612967","0.0189312489661246","0.0188955699612967","0.0189312489661246","400","0%"
"t = 0.319111694197396","0.308607024805753","0.236062003865219","0.065019169204053","0.0635631527582786","0.065019169204053","0.0635631527582786","0.300335699512297","0.229630103134667","0.0584424472909286","0.0605392490408402","0.0584424472909286","0.0605392490408402","0.0193474788604743","0.0208275964220399","0.0191620287656747","0.019204914431559","0.0191620287656747","0.019204914431559","400","0%"
"t = 0.329370183359931","0.31374245767752","0.237643368872987","0.0659177280325863","0.0645436135990492","0.0659177280325863","0.0645436135990492","0.306403121160379","0.232149247897809","0.0601315946468024","0.0622401630851539","0.0601315946468024","0.0622401630851539","0.0195705588919178","0.0210222493130045","0.0195014745369367","0.0195432158687349","0.0195014745369367","0.0195432158687349","400","0%"
