"","ame.cox","ame.po","ame.kmdr.clog","ame.kmdr.logit","ame.dr.ig.clog","ame.mdr.ig.logit","me.cox.x = 0.5","me.po.x = 0.5","me.kmdr.clog.x = 0.5","me.kmdr.logit.x = 0.5","me.dr.ig.clog.x = 0.5","me.dr.ig.logit.x = 0.5","cdf.cox.x = 0.5","cdf.po.x = 0.5","cdf.kmdr.clog.x = 0.5","cdf.kmdr.logit.x = 0.5","cdf.dr.ig.clog.x = 0.5","cdf.dr.ig.logit.x = 0.5","n","cens.level"
"t = 0.648920970271713","0.0366775906372275","0.016263003913307","0.0281534033983728","0.0279251702470894","0.0331661933646483","0.0330559043264569","0.0355033283577509","0.0154474664550762","0.0259393216475448","0.0262696597018759","0.0323061716923333","0.0324625893575456","0.00780691180346845","0.0074578046048307","0.00762752179992232","0.00762874525600886","0.0665321879486242","0.066710694729646","1600","30%"
"t = 0.662355355152468","0.0388577537060934","0.0172156462177284","0.029018635889488","0.0287670460960983","0.0342795147588629","0.0341722904099472","0.0377236375576425","0.0164163563691974","0.0268194453326597","0.0271813489495148","0.0334276458755334","0.0336044323694925","0.00808040433377944","0.007734317174059","0.00789463512864713","0.00789641368113804","0.0715344768732085","0.0717370353306328","1600","30%"
"t = 0.675789740033223","0.0410397547760772","0.0181233577581933","0.0298177204584469","0.0295520320974024","0.035234422430586","0.0351316951738023","0.0399615996049766","0.0173465060119351","0.0276823245900168","0.0280745604340112","0.0344148134270251","0.0345861951372143","0.00827034193692089","0.00792800759592376","0.00807955231213761","0.00808125323149114","0.0764231690050279","0.0766502498479835","1600","30%"
"t = 0.689224124913979","0.0432064760342007","0.0190912723145244","0.0305971863072634","0.0303056462950528","0.0363080414666506","0.0361975589720421","0.0422012541326459","0.0183546360397049","0.0285072765153354","0.0289390614359417","0.0355240180402747","0.0356917895277792","0.00871255981563899","0.00836590195170659","0.00851313789079826","0.00851888153178377","0.081372960877389","0.0816295260115691","1600","30%"
"t = 0.702658509794734","0.0453575290325328","0.0200471060657992","0.0316471862596838","0.0313225398821994","0.0371459146598106","0.0370418935909371","0.0444419276733428","0.0193556397980019","0.0295716452470176","0.030042966380093","0.0364027216953705","0.0365845861298198","0.00896962426784136","0.00862035887716272","0.00878200197761768","0.00878526234503511","0.0860242160885016","0.0863130530362898","1600","30%"
"t = 0.716092894675489","0.0474753329670025","0.021053968271619","0.0324375069230826","0.0320890196668712","0.0380175006756762","0.037919676631536","0.0466661702513659","0.0204160208170164","0.0304301669727182","0.0309348686976666","0.0373239263368844","0.0375061921751299","0.00927071780256428","0.00889528487979733","0.00909932420521141","0.00910264337899459","0.0904820252874706","0.0908031006596509","1600","30%"
"t = 0.729527279556244","0.0495665070082725","0.0220017688866725","0.0337729001109091","0.0334011140967154","0.0391263077110204","0.0390435916038831","0.0488804801390211","0.0214255188257884","0.0318043627209838","0.0323568632708262","0.0384864566064728","0.0386691633116181","0.00948722134336928","0.00912553898583715","0.00930936385913648","0.00931309517235311","0.0947316090857444","0.0950873756214571","1600","30%"
"t = 0.742961664436999","0.0517150184165639","0.0229941829773495","0.0340548106212889","0.0336590533329502","0.0402022478570208","0.0401349361543936","0.0511686957856488","0.0224874856495873","0.0321853300460934","0.0327705857218105","0.039632260849786","0.0398020130413127","0.00966242146722564","0.00933686262987737","0.00956120962073696","0.00955454415886095","0.0984935543439493","0.0988838627706312","1600","30%"
"t = 0.756396049317755","0.0536669071638172","0.0239491992509878","0.0347440151342492","0.0343088617871985","0.0414710237353232","0.041411156563636","0.0532767298833441","0.0235282561092577","0.0329519310754186","0.0335617126018782","0.0409742804717984","0.0411324594202973","0.0100332989418979","0.00971512127667962","0.00991707299510758","0.00991937325737864","0.102456623735396","0.102885718333998","1600","30%"
"t = 0.76983043419851","0.0556072267096028","0.0249123120742812","0.0356456920216077","0.035199052644862","0.0424030760073138","0.0423796664877237","0.0553880690236883","0.0245829222484524","0.0339539400063294","0.0346091928405571","0.0419948654148531","0.0421461626909024","0.010238122009052","0.00993257336993397","0.0101293903001699","0.0101311120961096","0.10602745801985","0.106493026702834","1600","30%"
"t = 0.783264819079265","0.0574534691840736","0.0259265341321075","0.0365379788228982","0.0360489653059988","0.0435194898498588","0.0435049159980771","0.0574195025103735","0.0257064794381394","0.0349619893424351","0.0356409266004584","0.0432246432647257","0.0433584345490964","0.0105982045599765","0.0102941787260634","0.0104734856641044","0.0104793311483973","0.109562813353349","0.110072593426248","1600","30%"
"t = 0.79669920396002","0.0592454738380225","0.0269250804087324","0.0380811204650627","0.0375430184522704","0.0449546670924317","0.0449570268518646","0.0594089581329191","0.0268235693529303","0.0365905102981772","0.037318100071553","0.044786425149069","0.0449084064203285","0.0108381715995782","0.0105551876882447","0.0107445037361244","0.0107455023793128","0.112922863516637","0.113476967636573","1600","30%"
