"","ame.cox","ame.po","ame.kmdr.clog","ame.kmdr.logit","ame.dr.ig.clog","ame.mdr.ig.logit","me.cox.x = 0.5","me.po.x = 0.5","me.kmdr.clog.x = 0.5","me.kmdr.logit.x = 0.5","me.dr.ig.clog.x = 0.5","me.dr.ig.logit.x = 0.5","cdf.cox.x = 0.5","cdf.po.x = 0.5","cdf.kmdr.clog.x = 0.5","cdf.kmdr.logit.x = 0.5","cdf.dr.ig.clog.x = 0.5","cdf.dr.ig.logit.x = 0.5","n","cens.level"
"t = 0.498107133663685","0.0238023425243969","0.0637377497334581","0.0457547709347754","0.044401573728017","0.0454704334923153","0.044120151420852","0.020324305423577","0.0460260279951248","0.0333200372135784","0.0350704092636906","0.0330488930265965","0.0347673461275078","0.0106655762116937","0.0128179861041887","0.011722469438897","0.011765237702997","0.0117216205342865","0.0117636154553658","400","10%"
"t = 0.521279345422736","0.0249073255893253","0.0660943387365158","0.0462742921051739","0.0448802089041948","0.0458883532856891","0.0445813821125707","0.0213018483487773","0.0493565860372905","0.034108070857098","0.0360457082713765","0.0343106205281773","0.036157789050064","0.01104701073905","0.0134711179350673","0.0123109030837348","0.0123547381205866","0.0123964774132872","0.0124977998359695","400","10%"
"t = 0.544451557181786","0.0258381379518425","0.0679748521882784","0.0464910330908804","0.0450619717040578","0.0467609281547548","0.0454355101803803","0.0222765561410713","0.0525112964366346","0.0350222043367164","0.0371437886741513","0.0358122502290831","0.0379710312408092","0.0116443589352724","0.0142293720892409","0.0128690842034601","0.0129349806148645","0.0135276344645778","0.0137703077796126","400","10%"
"t = 0.567623768940837","0.0268416678850835","0.0698724576544392","0.0480560355562535","0.0464039013891337","0.0486175877944414","0.0471891424562833","0.0231812000814238","0.0560879112203849","0.0364805334189967","0.0389475468011481","0.0379798248997122","0.0404539127495927","0.0120737631499491","0.0148440128028794","0.0131559205496902","0.0132137068491559","0.0144204775992014","0.0148114183024003","400","10%"
"t = 0.590795980699887","0.0276292262825591","0.071324459384223","0.0493999498263065","0.0475059583066605","0.0500800139275543","0.0484866974485571","0.0239278095483493","0.0595578840523343","0.0377187151102058","0.040436785185939","0.0397352911753676","0.0425189492106069","0.0125243611734612","0.0156175459683957","0.0136302066419423","0.0137200591890048","0.0158866291524401","0.0164225550633191","400","10%"
"t = 0.613968192458938","0.0285060930579067","0.0725195346949287","0.0505517203745635","0.0486042475382069","0.0515777280610415","0.0498224081406576","0.024788820791344","0.0630763898543638","0.0391208049908521","0.0422767225496687","0.0417947273841192","0.0449407667003105","0.012974297461072","0.016479408628554","0.0141688642295082","0.0141979569417312","0.0171877678982223","0.0179107457205828","400","10%"
"t = 0.637140404217988","0.0292321966062548","0.0738945486144752","0.0518232075933422","0.0497709033055949","0.0528333902166472","0.051033344660511","0.0257569758614958","0.0670756042515471","0.0406962349662144","0.0440400179718642","0.0434170739806648","0.0469048089522026","0.0135084911993355","0.0171243569186007","0.0148065966550443","0.0148634069668975","0.018737055182358","0.0196271233074373","400","10%"
"t = 0.660312615977038","0.0297882829831093","0.0747416748977289","0.0527472739536777","0.0506015167865413","0.0538584263388778","0.0522159878668067","0.026372499966294","0.0709467607171229","0.0418885197536425","0.0456735113495506","0.0448163260380173","0.0485751459091372","0.014029244978394","0.017728045670721","0.0154764833293996","0.0155831884303328","0.0205292576295571","0.0215929878781006","400","10%"
"t = 0.683484827736089","0.0304182893416178","0.0753196442395924","0.0538083990822678","0.0514192656280831","0.0553222276864222","0.0537280446149072","0.0271121618330729","0.0748900702403657","0.0436455631301896","0.047893973263846","0.0469866859997888","0.050965708747387","0.0143792683409779","0.0181244999192877","0.0157552701149075","0.0158780205398463","0.0221731433385894","0.0235640136911301","400","10%"
"t = 0.706657039495139","0.0310545959904722","0.075152353104207","0.0541746677189457","0.0518225231392051","0.0556022511405797","0.053917653077928","0.0279548297043038","0.0781197784041942","0.0445786727505581","0.0489999242456329","0.0478523800418159","0.0516953951222015","0.01488004250309","0.0188478241150055","0.0161202914102532","0.016201206578069","0.023748711735592","0.025395732796358","400","10%"
