"","ame.cox","ame.po","ame.kmdr.clog","ame.kmdr.logit","ame.dr.ig.clog","ame.mdr.ig.logit","me.cox.x = 0.5","me.po.x = 0.5","me.kmdr.clog.x = 0.5","me.kmdr.logit.x = 0.5","me.dr.ig.clog.x = 0.5","me.dr.ig.logit.x = 0.5","cdf.cox.x = 0.5","cdf.po.x = 0.5","cdf.kmdr.clog.x = 0.5","cdf.kmdr.logit.x = 0.5","cdf.dr.ig.clog.x = 0.5","cdf.dr.ig.logit.x = 0.5","n","cens.level"
"t = 0.498107133663685","0.0151745479313054","0.06695570708295","0.0295278539634944","0.0286844248507686","0.0295278539634944","0.0286844248507686","0.0130074303503835","0.0471656836468304","0.0215528306313368","0.0226806356504042","0.0215528306313368","0.0226806356504042","0.00662936033770452","0.0121992660561524","0.00761225935717806","0.00764718739964743","0.00761225935717806","0.00764718739964743","1600","0%"
"t = 0.521279345422736","0.0158246809678791","0.0697524020819951","0.0303140889124815","0.0293968893324448","0.0303140889124815","0.0293968893324448","0.0136279935259179","0.0510478703011945","0.0224068724757759","0.023730302394372","0.0224068724757759","0.023730302394372","0.00696525316938381","0.0129373932297027","0.00790192477138691","0.00794997647934989","0.00790192477138691","0.00794997647934989","1600","0%"
"t = 0.544451557181786","0.0162811021584449","0.0724502878229692","0.0304565458862448","0.0294558538654768","0.0304565458862448","0.0294558538654768","0.0140767663191784","0.0551928748545829","0.0228288466870032","0.0243906893613906","0.0228288466870032","0.0243906893613906","0.0071861633179198","0.0135130703388728","0.00807993555396032","0.00814813527995141","0.00807993555396032","0.00814813527995141","1600","0%"
"t = 0.567623768940837","0.016992244874579","0.0749049412063844","0.0308298620893066","0.0298387678225947","0.0308298620893066","0.0298387678225947","0.0147712007488378","0.0595019481539944","0.0235326399333758","0.0253245663863097","0.0235326399333758","0.0253245663863097","0.00748983762976026","0.0140885358520117","0.00837627960934181","0.0084808755586031","0.00837627960934181","0.0084808755586031","1600","0%"
"t = 0.590795980699887","0.0176706909435145","0.0767945318885247","0.0318822025031827","0.030812500096844","0.0318822025031827","0.030812500096844","0.0154832416891002","0.0636148965373413","0.024715777145805","0.0267935019226509","0.024715777145805","0.0267935019226509","0.00793259808601518","0.0147972971886851","0.00878282797940983","0.00890364872304276","0.00878282797940983","0.00890364872304276","1600","0%"
"t = 0.613968192458938","0.0184347898614051","0.0784261360266899","0.0325772741774137","0.0314823579132628","0.0325772741774137","0.0314823579132628","0.0162634511233199","0.0678148429908514","0.0256011121728052","0.0279245914810885","0.0256011121728052","0.0279245914810885","0.00828002264549753","0.0154022107415301","0.00919445205738719","0.00934107741726091","0.00919445205738719","0.00934107741726091","1600","0%"
"t = 0.637140404217988","0.0189483567295599","0.0796645790500882","0.0323243695443624","0.0312801753842433","0.0323243695443624","0.0312801753842433","0.0168579580392092","0.07196070497561","0.025827186274323","0.0283973434270938","0.025827186274323","0.0283973434270938","0.0086467684148289","0.0159782615016691","0.00957194990133289","0.00975943872052795","0.00957194990133289","0.00975943872052795","1600","0%"
"t = 0.660312615977038","0.0194110096375931","0.0806853669690689","0.0335581726143153","0.0324759648114927","0.0335581726143153","0.0324759648114927","0.0173782510754317","0.0761824959747531","0.0272027679401743","0.0301957440884614","0.0272027679401743","0.0301957440884614","0.00887526204137653","0.0163846581902147","0.0097512370552191","0.00998811935319598","0.0097512370552191","0.00998811935319598","1600","0%"
"t = 0.683484827736089","0.0199420744868276","0.0812992950183731","0.0340830364166083","0.032969576259884","0.0340830364166083","0.032969576259884","0.0179978421118869","0.0802723916134338","0.0280247864754688","0.0313679650278513","0.0280247864754688","0.0313679650278513","0.00914291740027152","0.0168113257990971","0.0100388418954368","0.0103185584211637","0.0100388418954368","0.0103185584211637","1600","0%"
"t = 0.706657039495139","0.0206144420283586","0.0816738223641391","0.0345397233797742","0.0334070226929363","0.0345397233797742","0.0334070226929363","0.0187790719441818","0.084403196434201","0.0288519528461425","0.0325684922101578","0.0288519528461425","0.0325684922101578","0.0095132172506811","0.0172104248381317","0.0104359831465289","0.0107798227570415","0.0104359831465289","0.0107798227570415","1600","0%"
