"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"
"1"	0.012609486753919	0.0143786259176945	-0.00431438775713159	-0.00387735044705348	-0.00431438775713159	-0.00387735044705348	0.0131739105667516	0.0150247076541859	-0.00426937587636508	-0.00377771605060376	-0.00438739993967117	-0.00392061165939307	0.0138987399549289	0.0154262264345822	-0.00252217421274121	-0.00198290081271487	-0.00350629120866742	-0.00306468436184051
"2"	-0.00614794566783077	0.00388631760307333	0.00162870206834098	0.0038671023774749	0.00162870206834098	0.0038671023774749	-0.00532101019029496	0.00472637188564265	0.00172417066718306	0.0041560185379341	0.0476567910505537	0.0498404633072452	-0.00351232845887038	0.00731895685919773	0.00778275051513183	0.0105334233624253	0.139973461585305	0.141886271913107
"3"	-0.0136426320360702	-0.0185101532609226	0.00787674152705433	0.0119009018411971	0.00787674152705433	0.0119009018411971	-0.0144660459901969	-0.017156486764773	0.00979415055893026	0.0125064229309791	0.0241476319475096	0.026136210246453	-0.018430154259347	-0.0119636594841875	0.0185842593640268	0.0184036120162286	0.0493332214307531	0.0494349249671161
"4"	0.00619273270870869	0.00592240118065484	0.00350624721065277	0.00654900451306792	0.00350624721065277	0.00654900451306792	0.00626506648342131	0.00724502176814136	0.00364331728463407	0.00687832414217339	0.0350145440478391	0.0378788986079477	0.00579392646845877	0.00781801099374269	0.00981557439690241	0.0124112953978107	0.100108712271982	0.101866094335225
"5"	0.248965556327153	0.19963275693815	-0.0074833824851314	-0.00427593381004174	-0.0074833824851314	-0.00427593381004174	0.239153085649608	0.18970752865537	-0.0162326189315025	-0.0121950472010455	-0.0124873336735112	-0.00896242345675296	0.216640766927312	0.168571392532487	-0.0274345323315273	-0.0221387036362758	-0.00777516249422372	-0.0048047290613963
"6"	0.129497588914874	-0.0658578485565515	-0.00141476658739319	-0.00159225010246179	-0.00141476658739319	-0.00159225010246179	0.0951982885148225	-0.0918551334487324	-0.00703287077941048	-0.00715178186012308	-0.0203142954154123	-0.0200860986758825	0.0149555721541334	-0.146238985745199	-0.0439165833669631	-0.0439708441741753	-0.0548506932974557	-0.0543116332777158
"7"	-0.114006904164675	-0.245614697768686	0.0145379776417865	0.0394107347698838	0.0145379776417865	0.0394107347698838	-0.133554159867635	-0.254742838780464	0.0136434556251742	0.034906210433465	-0.0434059951387579	-0.0248776488406	-0.180582744487354	-0.275195010099378	0.00016766687057608	0.00828009421205342	-0.132730819124006	-0.123320559458276
"8"	0.171335684229734	0.180930739463996	0.00291602825492484	0.00700876164529239	0.00291602825492484	0.00700876164529239	0.164951791559925	0.183085608211156	0.00558726177363494	0.00739574488081083	0.0238926999806984	0.0194527672914287	0.161647126920855	0.191512656266827	0.0314523342083488	0.0284503387314147	0.0701857598016468	0.0673270238292771
"9"	0.0321932930497106	0.0334371180220612	0.0310806445337559	0.031263268136153	0.0310806445337559	0.031263268136153	0.0318296304610751	0.0330363076229918	0.0303039125161121	0.03047739343861	0.0302214183577923	0.0303853000313897	0.0311909670136401	0.0317511257264759	0.029811229797914	0.0300604314198202	0.0291348727622584	0.029331883668712
"10"	0.0515176058668804	0.0521507729791912	0.048833392683469	0.049072053747676	0.048833392683469	0.049072053747676	0.0524305111853863	0.0535020526926483	0.0512662045200109	0.0515545661841074	0.06875453912071	0.0704067920351169	0.0580515817785587	0.0593460081027006	0.060371655540069	0.0612118409334346	0.147331773938106	0.149185010534781
"11"	0.0296106844321517	0.0342325532548004	0.0325414944862876	0.0305017970417243	0.0325414944862876	0.0305017970417243	0.0317330754183597	0.035658709916965	0.0361442125093903	0.0338055342243468	0.03634773242962	0.0359972957125603	0.042473039736229	0.0427350547186759	0.0482888718224952	0.0450232981701425	0.053017556915168	0.0526098194773389
"12"	0.0429471189016354	0.0442496738076776	0.0429062988241718	0.0431902589730938	0.0429062988241718	0.0431902589730938	0.0441756124221064	0.045757565747126	0.0455215144218338	0.045722584825016	0.0557831244419666	0.0575546486267986	0.0486220999942164	0.0497485886154431	0.0535724220619015	0.0534700012782555	0.108578948631948	0.110108966807809
"13"	0.252002282629657	0.210135016069814	0.124385284279987	0.120222394770814	0.124385284279987	0.120222394770814	0.242317094168121	0.200697607491486	0.131675933767982	0.125852553954018	0.126321525844946	0.121517015847677	0.22102104720456	0.182098593065602	0.144962828358465	0.136573479794794	0.119941276874995	0.116139162792706
"14"	0.184147316424897	0.179362434731809	0.170564934412645	0.169847279146609	0.170564934412645	0.169847279146609	0.16524714177357	0.186998520068611	0.184296857234964	0.183595385911485	0.167228644094975	0.167837326003799	0.156208640369622	0.22038318417663	0.230731155908871	0.228007751096748	0.160164335254828	0.161755883465319
"15"	0.144666787393438	0.254340935925004	0.112443054204542	0.136116830714123	0.112443054204542	0.136116830714123	0.162004014231957	0.262677801802055	0.137886891492018	0.15727218069344	0.11902313812318	0.128446759399504	0.206772334578026	0.282156391551864	0.248898400719742	0.259798234099033	0.196164391452725	0.193073522596742
"16"	0.215068534895771	0.233200924054038	0.146864899347174	0.15096160402004	0.146864899347174	0.15096160402004	0.21046662462552	0.233876891897263	0.159951099372199	0.163305001803899	0.148967260909715	0.151008914084374	0.214233174220944	0.242940084258343	0.20603767193312	0.205742950616094	0.167798908124744	0.167431492427422
"17"	0.0092901015647149	0.0115644643106854	-0.00084502116629814	-0.00031787463208969	-0.00084502116629814	-0.00031787463208969	0.0106975746326214	0.0126527013354542	-0.00067584777030723	-0.00013451756156039	-0.00072742151392796	-0.00019373672745214	0.0107625947654841	0.0121034347532214	-0.00128455866282629	-0.00071854739571364	-0.00167019362501051	-0.00114923028163137
"18"	-0.0105902442223274	-0.00259693402786297	-0.00019478324720165	0.00103341155089606	-0.00019478324720165	0.00103341155089606	-0.0068712797976139	0.00022582872004776	0.00130737742322019	0.0025358250098134	0.0476663757988697	0.0487731999677164	-0.00474602742023326	0.00140725212486208	0.00246568351647025	0.00376402658718387	0.141068246367461	0.141962360059989
"19"	-0.0146765788345647	-0.0231853150540108	0.00218983752406459	0.00919597440817256	0.00218983752406459	0.00919597440817256	-0.0158095316312409	-0.0230062623839265	0.00243947257351357	0.00896775260283128	0.0192620945620422	0.0239378111834797	-0.017141097915938	-0.0211284211504314	0.00628683853994447	0.0109924369284067	0.0466633925563055	0.0483029159820686
