"V1"	"V2"	"V3"	"V4"	"V5"	"V6"	"V7"	"V8"	"V9"	"V10"	"V11"	"V12"	"V13"	"V14"	"V15"	"V16"	"V17"	"V18"
"1"	0.0058908757604432	0.00360920987881532	-0.00477831131549369	-0.00449517000169782	-0.00477831131549369	-0.00449517000169782	0.0063332735853739	0.00508733775310548	-0.00346408329854941	-0.00316944317186301	0.016131983353818	0.0164907299934605	0.00286930789241721	0.00335626996799214	-0.00455873069132714	-0.00424523687136151	0.0614894002776894	0.0620017599122702
"2"	0.00229029774876098	0.00730536292799278	-0.00106354787483091	0.00288096576862255	-0.00106354787483091	0.00288096576862255	0.0019587768550688	0.00783067476888863	0.00038160552876054	0.00454239144984247	0.038636540086903	0.0422811337853784	0.00092581727811288	0.00934271175200166	0.00721009237040447	0.0121804630603082	0.120848245046493	0.123888241245017
"3"	0.00232750799470338	0.00570228763132897	0.00213405506590112	0.0041579294829145	0.00213405506590112	0.0041579294829145	0.00397078985521325	0.00842151243739204	0.00759072562226367	0.00930657151890445	0.0223521802796156	0.02370506547111	0.00181928068297059	0.0107944519074289	0.0216566922944062	0.0224459039103408	0.0546612305357558	0.0553284497825808
"4"	0.00272033411168624	0.00522758951295013	0.00255387445241352	0.00324467390803155	0.00255387445241352	0.00324467390803155	0.00353792189424678	0.0068915431244609	0.00341602866800808	0.00480821697310906	0.0327380328349588	0.0351745450167241	0.0015325685105602	0.00737458673896378	0.00845475545308451	0.0111569375431487	0.101862953152342	0.103909399420307
"5"	0.0362640763817523	-0.00632658303412172	-0.00235368334157469	-0.00139702008741431	-0.00235368334157469	-0.00139702008741431	0.0348393841718868	-0.00763586337608676	-0.0104611880164621	-0.00933429030493023	-0.00616533578453753	-0.0051351825195913	0.0289335556178964	-0.00858816769878545	-0.0110710717335696	-0.0096948293916315	0.00046382258019878	0.00131990532696344
"6"	0.0364696897689945	-0.00115515547477106	-0.00146231648929547	-0.00191403753455112	-0.00146231648929547	-0.00191403753455112	0.0339294082802895	0.00155176385396401	-0.00058943820378711	-0.00215497864205124	0.0224752865247881	0.0206799199219419	0.00835980554641172	-0.00311171197455425	0.00374170918589459	0.00314074285921679	0.0738610648367298	0.0720693008196855
"7"	-0.0257351910152129	0.00069364721033784	-0.00084642353585092	-0.00414665622649481	-0.00084642353585092	-0.00414665622649481	-0.0245204233056517	0.00527273709615444	0.00240340260096602	-0.00091768380783448	0.0170478431895474	0.0142314313361232	-0.0419314206635922	0.00343447268217913	-0.0124582417291609	-0.0160081500793968	0.0394977833311563	0.0372660877174682
"8"	0.0379592043521288	0.0021782700090662	0.00255130639108764	0.00330303075212066	0.00255130639108764	0.00330303075212066	0.0362704542734041	0.00318640652655357	0.00245424490816542	0.00288489067116622	0.0166204877623631	0.0152681143703774	0.0322842647659734	0.00471062793946042	0.00639356244493865	0.00699967676431945	0.0488273069784148	0.04776634072693
"9"	0.0299193354268532	0.0293772153459599	0.0313956066169401	0.0314700482077788	0.0313956066169401	0.0314700482077788	0.0300282873231653	0.0292142302648512	0.0312855878873557	0.0313403800251154	0.0369276271275872	0.0371335273997227	0.0305297551554456	0.030026403872378	0.0333518280793057	0.0334176723059431	0.0727538207539789	0.0732042817117482
"10"	0.048080066072485	0.0491142112012787	0.0492898036636756	0.0495695708224818	0.0492898036636756	0.0495695708224818	0.051709590078705	0.052659803259714	0.0533073569486305	0.0539919317125623	0.0622215801502795	0.0647582324197548	0.0579484702443146	0.0588668769760753	0.060882892396072	0.0621919814720605	0.129125886812924	0.132101784830842
